symbol,rsi_threshold,macd_threshold,disp_threshold,btc_dom_threshold,volume_ratio,stop_loss,take_profit,trades,win_rate,avg_return
AAVEUSDT,45,0.5,-1.5,60,1.2,0.04,0.08,31,38.70967741935484,0.013168283877584296
AAVEUSDT,45,0.5,-1.5,65,1.2,0.04,0.08,31,38.70967741935484,0.013168283877584296
AAVEUSDT,45,0.5,-1.0,50,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-1.0,55,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-1.0,60,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-1.0,65,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-0.5,50,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-0.5,55,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-0.5,60,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,45,0.5,-0.5,65,1.2,0.04,0.08,31,38.70967741935484,-0.007409863583817731
AAVEUSDT,50,0.0,-1.5,50,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.0,-1.5,55,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.0,-1.5,60,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.0,-1.5,65,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.0,-1.0,50,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-1.0,55,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-1.0,60,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-1.0,65,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-0.5,50,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-0.5,55,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-0.5,60,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.0,-0.5,65,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-1.5,50,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.5,-1.5,55,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.5,-1.5,60,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.5,-1.5,65,1.2,0.04,0.08,34,35.294117647058826,-0.7279641447775811
AAVEUSDT,50,0.5,-1.0,50,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-1.0,55,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-1.0,60,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-1.0,65,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-0.5,50,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-0.5,55,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-0.5,60,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
AAVEUSDT,50,0.5,-0.5,65,1.2,0.04,0.08,34,35.294117647058826,-0.7467265733453301
NEIROUSDT,35,0.0,-1.5,50,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.5,55,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.5,60,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.5,65,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.0,50,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.0,55,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.0,60,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-1.0,65,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-0.5,50,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-0.5,55,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-0.5,60,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.0,-0.5,65,1.2,0.04,0.08,33,33.33333333333333,0.2525854894969013
NEIROUSDT,35,0.5,-1.5,50,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.5,55,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.5,60,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.5,65,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.0,50,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.0,55,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.0,60,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-1.0,65,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-0.5,50,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-0.5,55,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-0.5,60,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,35,0.5,-0.5,65,1.2,0.04,0.08,25,28.000000000000004,-2.8472785038041417
NEIROUSDT,40,0.0,-1.5,50,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.5,55,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.5,60,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.5,65,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.0,50,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.0,55,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.0,60,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-1.0,65,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-0.5,50,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-0.5,55,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-0.5,60,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.0,-0.5,65,1.2,0.04,0.08,37,40.54054054054054,1.1647544450123155
NEIROUSDT,40,0.5,-1.5,50,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.5,55,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.5,60,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.5,65,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.0,50,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.0,55,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.0,60,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-1.0,65,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-0.5,50,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-0.5,55,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-0.5,60,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,40,0.5,-0.5,65,1.2,0.04,0.08,29,37.93103448275862,-1.2559092856222625
NEIROUSDT,45,0.0,-1.5,50,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.5,55,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.5,60,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.5,65,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.0,50,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.0,55,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.0,60,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-1.0,65,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-0.5,50,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-0.5,55,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-0.5,60,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.0,-0.5,65,1.2,0.04,0.08,38,42.10526315789473,1.3016022117514467
NEIROUSDT,45,0.5,-1.5,50,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.5,55,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.5,60,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.5,65,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.0,50,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.0,55,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.0,60,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-1.0,65,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-0.5,50,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-0.5,55,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-0.5,60,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,45,0.5,-0.5,65,1.2,0.04,0.08,31,41.935483870967744,0.12000566198006268
NEIROUSDT,50,0.0,-1.5,50,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.5,55,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.5,60,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.5,65,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.0,50,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.0,55,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.0,60,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-1.0,65,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-0.5,50,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-0.5,55,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-0.5,60,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.0,-0.5,65,1.2,0.04,0.08,39,43.58974358974359,1.6326473022040697
NEIROUSDT,50,0.5,-1.5,50,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.5,55,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.5,60,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.5,65,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.0,50,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.0,55,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.0,60,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-1.0,65,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-0.5,50,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-0.5,55,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-0.5,60,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
NEIROUSDT,50,0.5,-0.5,65,1.2,0.04,0.08,33,42.42424242424242,-0.08871713132226179
AVAXUSDT,35,0.0,-1.5,50,1.2,0.04,0.08,24,41.66666666666667,-0.10072676922635866
AVAXUSDT,35,0.0,-1.5,55,1.2,0.04,0.08,24,41.66666666666667,-0.10072676922635866
AVAXUSDT,35,0.0,-1.5,60,1.2,0.04,0.08,24,41.66666666666667,-0.10072676922635866
AVAXUSDT,35,0.0,-1.5,65,1.2,0.04,0.08,24,41.66666666666667,-0.10072676922635866
AVAXUSDT,35,0.0,-1.0,50,1.2,0.04,0.08,25,40.0,-0.2807401170223281
AVAXUSDT,35,0.0,-1.0,55,1.2,0.04,0.08,25,40.0,-0.2807401170223281
AVAXUSDT,35,0.0,-1.0,60,1.2,0.04,0.08,25,40.0,-0.2807401170223281
AVAXUSDT,35,0.0,-1.0,65,1.2,0.04,0.08,25,40.0,-0.2807401170223281
AVAXUSDT,35,0.0,-0.5,50,1.2,0.04,0.08,25,40.0,-0.08404136221655356
AVAXUSDT,35,0.0,-0.5,55,1.2,0.04,0.08,25,40.0,-0.08404136221655356
AVAXUSDT,35,0.0,-0.5,60,1.2,0.04,0.08,25,40.0,-0.08404136221655356
AVAXUSDT,35,0.0,-0.5,65,1.2,0.04,0.08,25,40.0,-0.08404136221655356
AVAXUSDT,35,0.5,-1.5,50,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.5,55,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.5,60,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.5,65,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.0,50,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.0,55,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.0,60,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-1.0,65,1.2,0.04,0.08,23,39.130434782608695,-0.5551590028005551
AVAXUSDT,35,0.5,-0.5,50,1.2,0.04,0.08,23,39.130434782608695,-0.34135600844645236
AVAXUSDT,35,0.5,-0.5,55,1.2,0.04,0.08,23,39.130434782608695,-0.34135600844645236
AVAXUSDT,35,0.5,-0.5,60,1.2,0.04,0.08,23,39.130434782608695,-0.34135600844645236
AVAXUSDT,35,0.5,-0.5,65,1.2,0.04,0.08,23,39.130434782608695,-0.34135600844645236
AVAXUSDT,40,0.0,-1.5,50,1.2,0.04,0.08,25,44.0,0.686830146855209
AVAXUSDT,40,0.0,-1.5,55,1.2,0.04,0.08,25,44.0,0.686830146855209
AVAXUSDT,40,0.0,-1.5,60,1.2,0.04,0.08,25,44.0,0.686830146855209
AVAXUSDT,40,0.0,-1.5,65,1.2,0.04,0.08,25,44.0,0.686830146855209
AVAXUSDT,40,0.0,-1.0,50,1.2,0.04,0.08,26,42.30769230769231,0.4834497387405631
AVAXUSDT,40,0.0,-1.0,55,1.2,0.04,0.08,26,42.30769230769231,0.4834497387405631
AVAXUSDT,40,0.0,-1.0,60,1.2,0.04,0.08,26,42.30769230769231,0.4834497387405631
AVAXUSDT,40,0.0,-1.0,65,1.2,0.04,0.08,26,42.30769230769231,0.4834497387405631
AVAXUSDT,40,0.0,-0.5,50,1.2,0.04,0.08,26,42.30769230769231,0.6725831568230384
AVAXUSDT,40,0.0,-0.5,55,1.2,0.04,0.08,26,42.30769230769231,0.6725831568230384
AVAXUSDT,40,0.0,-0.5,60,1.2,0.04,0.08,26,42.30769230769231,0.6725831568230384
AVAXUSDT,40,0.0,-0.5,65,1.2,0.04,0.08,26,42.30769230769231,0.6725831568230384
AVAXUSDT,40,0.5,-1.5,50,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.5,55,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.5,60,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.5,65,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.0,50,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.0,55,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.0,60,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-1.0,65,1.2,0.04,0.08,24,41.66666666666667,0.28414746118333617
AVAXUSDT,40,0.5,-0.5,50,1.2,0.04,0.08,24,41.66666666666667,0.48904199743935145
AVAXUSDT,40,0.5,-0.5,55,1.2,0.04,0.08,24,41.66666666666667,0.48904199743935145
AVAXUSDT,40,0.5,-0.5,60,1.2,0.04,0.08,24,41.66666666666667,0.48904199743935145
AVAXUSDT,40,0.5,-0.5,65,1.2,0.04,0.08,24,41.66666666666667,0.48904199743935145
AVAXUSDT,45,0.0,-1.5,50,1.2,0.04,0.08,25,44.0,0.7006453546359339
AVAXUSDT,45,0.0,-1.5,55,1.2,0.04,0.08,25,44.0,0.7006453546359339
AVAXUSDT,45,0.0,-1.5,60,1.2,0.04,0.08,25,44.0,0.7006453546359339
AVAXUSDT,45,0.0,-1.5,65,1.2,0.04,0.08,25,44.0,0.7006453546359339
AVAXUSDT,45,0.0,-1.0,50,1.2,0.04,0.08,26,42.30769230769231,0.49673359237587533
AVAXUSDT,45,0.0,-1.0,55,1.2,0.04,0.08,26,42.30769230769231,0.49673359237587533
AVAXUSDT,45,0.0,-1.0,60,1.2,0.04,0.08,26,42.30769230769231,0.49673359237587533
AVAXUSDT,45,0.0,-1.0,65,1.2,0.04,0.08,26,42.30769230769231,0.49673359237587533
AVAXUSDT,45,0.0,-0.5,50,1.2,0.04,0.08,26,42.30769230769231,0.6858670104583507
AVAXUSDT,45,0.0,-0.5,55,1.2,0.04,0.08,26,42.30769230769231,0.6858670104583507
AVAXUSDT,45,0.0,-0.5,60,1.2,0.04,0.08,26,42.30769230769231,0.6858670104583507
AVAXUSDT,45,0.0,-0.5,65,1.2,0.04,0.08,26,42.30769230769231,0.6858670104583507
AVAXUSDT,45,0.5,-1.5,50,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.5,55,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.5,60,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.5,65,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.0,50,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.0,55,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.0,60,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-1.0,65,1.2,0.04,0.08,24,41.66666666666667,0.29853830262159126
AVAXUSDT,45,0.5,-0.5,50,1.2,0.04,0.08,24,41.66666666666667,0.5034328388776064
AVAXUSDT,45,0.5,-0.5,55,1.2,0.04,0.08,24,41.66666666666667,0.5034328388776064
AVAXUSDT,45,0.5,-0.5,60,1.2,0.04,0.08,24,41.66666666666667,0.5034328388776064
AVAXUSDT,45,0.5,-0.5,65,1.2,0.04,0.08,24,41.66666666666667,0.5034328388776064
AVAXUSDT,50,0.0,-1.5,50,1.2,0.04,0.08,27,44.44444444444444,0.8797132628981194
AVAXUSDT,50,0.0,-1.5,55,1.2,0.04,0.08,27,44.44444444444444,0.8797132628981194
AVAXUSDT,50,0.0,-1.5,60,1.2,0.04,0.08,27,44.44444444444444,0.8797132628981194
AVAXUSDT,50,0.0,-1.5,65,1.2,0.04,0.08,27,44.44444444444444,0.8797132628981194
AVAXUSDT,50,0.0,-1.0,50,1.2,0.04,0.08,29,41.37931034482759,0.23750493231886755
AVAXUSDT,50,0.0,-1.0,55,1.2,0.04,0.08,29,41.37931034482759,0.23750493231886755
AVAXUSDT,50,0.0,-1.0,60,1.2,0.04,0.08,29,41.37931034482759,0.23750493231886755
AVAXUSDT,50,0.0,-1.0,65,1.2,0.04,0.08,29,41.37931034482759,0.23750493231886755
AVAXUSDT,50,0.0,-0.5,50,1.2,0.04,0.08,29,41.37931034482759,0.40707282439281106
AVAXUSDT,50,0.0,-0.5,55,1.2,0.04,0.08,29,41.37931034482759,0.40707282439281106
AVAXUSDT,50,0.0,-0.5,60,1.2,0.04,0.08,29,41.37931034482759,0.40707282439281106
AVAXUSDT,50,0.0,-0.5,65,1.2,0.04,0.08,29,41.37931034482759,0.40707282439281106
AVAXUSDT,50,0.5,-1.5,50,1.2,0.04,0.08,26,42.30769230769231,0.5846482542513148
AVAXUSDT,50,0.5,-1.5,55,1.2,0.04,0.08,26,42.30769230769231,0.5846482542513148
AVAXUSDT,50,0.5,-1.5,60,1.2,0.04,0.08,26,42.30769230769231,0.5846482542513148
AVAXUSDT,50,0.5,-1.5,65,1.2,0.04,0.08,26,42.30769230769231,0.5846482542513148
AVAXUSDT,50,0.5,-1.0,50,1.2,0.04,0.08,27,40.74074074074074,0.10878888939473014
AVAXUSDT,50,0.5,-1.0,55,1.2,0.04,0.08,27,40.74074074074074,0.10878888939473014
AVAXUSDT,50,0.5,-1.0,60,1.2,0.04,0.08,27,40.74074074074074,0.10878888939473014
AVAXUSDT,50,0.5,-1.0,65,1.2,0.04,0.08,27,40.74074074074074,0.10878888939473014
AVAXUSDT,50,0.5,-0.5,50,1.2,0.04,0.08,27,40.74074074074074,0.29091736606674373
AVAXUSDT,50,0.5,-0.5,55,1.2,0.04,0.08,27,40.74074074074074,0.29091736606674373
AVAXUSDT,50,0.5,-0.5,60,1.2,0.04,0.08,27,40.74074074074074,0.29091736606674373
AVAXUSDT,50,0.5,-0.5,65,1.2,0.04,0.08,27,40.74074074074074,0.29091736606674373
SUIUSDT,35,0.0,-1.5,50,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.5,55,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.5,60,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.5,65,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.0,50,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.0,55,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.0,60,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-1.0,65,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-0.5,50,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-0.5,55,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-0.5,60,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.0,-0.5,65,1.2,0.04,0.08,25,28.000000000000004,-2.252019058705143
SUIUSDT,35,0.5,-1.5,50,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.5,55,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.5,60,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.5,65,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.0,50,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.0,55,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.0,60,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-1.0,65,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-0.5,50,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-0.5,55,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-0.5,60,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,35,0.5,-0.5,65,1.2,0.04,0.08,17,29.411764705882355,-2.9743126805997586
SUIUSDT,40,0.0,-1.5,50,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.5,55,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.5,60,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.5,65,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.0,50,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.0,55,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.0,60,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-1.0,65,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-0.5,50,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-0.5,55,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-0.5,60,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
SUIUSDT,40,0.0,-0.5,65,1.2,0.04,0.08,30,26.666666666666668,-1.2499774044131695
