type,time,price,position,balance,rsi,pnl,win,win_streak,lose_streak,month
exit,2024-12-18 21:07:00,100508.0,short,9999.845904777356,,0.010205642999557618,True,1,0,2024-12
entry,2024-12-19 02:52:00,100009.02,short,9899.845904777356,100.0,-0.010000154097597247,False,0,1,2024-12
exit,2024-12-19 03:13:00,101038.78,short,9998.816237653331,,0.009997158928323868,True,1,0,2024-12
entry,2024-12-19 05:39:00,101366.11,short,9898.816237653331,99.59522795057798,-0.010001183902492605,False,0,1,2024-12
exit,2024-12-19 10:32:00,102398.99,short,9997.797277766245,,0.00999928049339971,True,1,0,2024-12
entry,2024-12-19 16:40:00,101090.91,short,9897.797277766245,98.30873794778356,-0.010002203207539195,False,0,1,2024-12
exit,2024-12-19 17:18:00,99888.01,short,9998.987196820293,,0.010223478640177364,True,1,0,2024-12
entry,2024-12-19 18:29:00,98459.85,short,9898.987196820293,100.0,-0.01000101290576716,False,0,1,2024-12
exit,2024-12-19 19:38:00,97368.61,short,10000.095506451073,,0.010214005495759793,True,1,0,2024-12
entry,2024-12-19 21:10:00,97199.99,short,9900.095506451073,100.0,-0.009999904494461087,False,0,1,2024-12
exit,2024-12-19 22:54:00,98214.73,short,9999.051535150253,,0.00999546202707835,True,1,0,2024-12
entry,2024-12-19 22:55:00,98300.01,short,9899.051535150253,100.0,-0.010000948554816813,False,0,1,2024-12
exit,2024-12-20 00:17:00,97162.1,short,10000.209124045718,,0.010218917290840235,True,1,0,2024-12
entry,2024-12-20 01:49:00,96980.71,short,9900.209124045718,100.0,-0.00999979088032743,False,0,1,2024-12
exit,2024-12-20 07:05:00,97966.49,short,9999.192653863141,,0.00999812514838827,True,1,0,2024-12
entry,2024-12-20 07:06:00,97987.83,short,9899.192653863141,100.0,-0.01000080741132292,False,0,1,2024-12
exit,2024-12-20 08:16:00,96932.68,short,10000.269471259751,,0.01021061221160946,True,1,0,2024-12
entry,2024-12-20 15:16:00,96515.97,short,9900.269471259751,100.0,-0.009999730536001561,False,0,1,2024-12
exit,2024-12-20 16:13:00,97524.68,short,9999.224348882595,,0.009995170122399921,True,1,0,2024-12
entry,2024-12-20 18:40:00,97126.5,short,9899.224348882595,100.0,-0.010000775711285548,False,0,1,2024-12
exit,2024-12-20 21:08:00,96110.25,short,10000.270664769609,,0.010207498317625241,True,1,0,2024-12
entry,2024-12-20 21:28:00,96207.99,short,9900.270664769609,100.0,-0.009999729342556107,False,0,1,2024-12
exit,2024-12-20 22:21:00,97182.41,short,9999.25783828815,,0.009998431039950129,True,1,0,2024-12
entry,2024-12-20 22:22:00,97205.74,short,9899.25783828815,100.0,-0.010000742216796366,False,0,1,2024-12
exit,2024-12-21 05:46:00,98208.0,short,9998.226767489245,,0.009997611014666674,True,1,0,2024-12
entry,2024-12-21 05:47:00,98397.59,short,9898.226767489245,99.3743117429172,-0.010001773547001824,False,0,1,2024-12
exit,2024-12-21 07:42:00,99381.92,short,9997.226407622707,,0.010001755108160149,True,1,0,2024-12
entry,2024-12-21 13:37:00,97200.0,short,9897.226407622707,98.02002506653932,-0.010002774361872135,False,0,1,2024-12
exit,2024-12-22 04:52:00,96202.69,short,9998.252446717357,,0.01020751015828436,True,1,0,2024-12
entry,2024-12-22 06:09:00,96383.51,short,9898.252446717357,98.38929026774595,-0.010001747858730314,False,0,1,2024-12
exit,2024-12-22 14:59:00,95363.44,short,9999.310791656237,,0.010209715854680335,True,1,0,2024-12
entry,2024-12-22 17:33:00,95780.0,short,9899.310791656237,100.0,-0.01000068925584785,False,0,1,2024-12
exit,2024-12-22 19:56:00,94819.26,short,10000.313861190587,,0.010203040561114873,True,1,0,2024-12
entry,2024-12-23 01:33:00,94646.53,short,9900.313861190587,100.0,-0.00999968614865998,False,0,1,2024-12
exit,2024-12-23 03:17:00,95620.38,short,9999.284927536073,,0.009996760479832334,True,1,0,2024-12
entry,2024-12-23 06:21:00,95462.73,short,9899.284927536073,100.0,-0.010000715123600457,False,0,1,2024-12
exit,2024-12-23 10:58:00,96442.55,short,9998.258537446454,,0.009998056489421092,True,1,0,2024-12
entry,2024-12-23 12:49:00,96344.07,short,9898.258537446454,98.2937099745595,-0.010001741765875538,False,0,1,2024-12
exit,2024-12-23 13:36:00,95165.49,short,9999.481840551669,,0.010226374944872774,True,1,0,2024-12
entry,2024-12-23 16:46:00,93610.85,short,9899.481840551669,99.84816173334481,-0.010000518186298657,False,0,1,2024-12
exit,2024-12-23 20:08:00,92625.45,short,10000.534496306851,,0.01020787323849981,True,1,0,2024-12
entry,2024-12-23 21:08:00,93932.0,short,9900.534496306851,100.0,-0.009999465532260277,False,0,1,2024-12
exit,2024-12-23 22:27:00,94895.04,short,9999.509243996668,,0.0099969095331911,True,1,0,2024-12
entry,2024-12-23 22:28:00,94912.45,short,9899.509243996668,100.0,-0.010000490780088689,False,0,1,2024-12
exit,2024-12-24 02:12:00,93883.99,short,10000.59283208232,,0.010210969614170784,True,1,0,2024-12
entry,2024-12-24 12:49:00,94234.11,short,9900.59283208232,100.0,-0.009999407203060584,False,0,1,2024-12
exit,2024-12-24 13:38:00,95200.0,short,9999.567842298897,,0.009996877146169814,True,1,0,2024-12
entry,2024-12-24 13:49:00,95514.01,short,9899.567842298897,98.54983816295783,-0.010000432176377916,False,0,1,2024-12
exit,2024-12-24 14:21:00,96510.81,short,9998.524225765574,,0.009996030639221942,True,1,0,2024-12
entry,2024-12-24 22:16:00,98960.65,short,9898.524225765574,100.0,-0.010001475992057585,False,0,1,2024-12
exit,2024-12-25 02:01:00,97966.81,short,9999.528503728583,,0.010203973406469835,True,1,0,2024-12
entry,2024-12-25 02:50:00,98340.0,short,9899.528503728583,98.7322753310161,-0.010000471518503362,False,0,1,2024-12
exit,2024-12-25 10:22:00,99331.01,short,9998.520765270174,,0.009999694581848573,True,1,0,2024-12
entry,2024-12-25 16:43:00,98277.97,short,9898.520765270174,100.0,-0.010001479453575768,False,0,1,2024-12
exit,2024-12-25 19:43:00,99280.45,short,9997.500719780834,,0.009999469300295827,True,1,0,2024-12
entry,2024-12-25 22:32:00,99044.98,short,9897.500719780834,99.90830883740702,-0.01000249990501545,False,0,1,2024-12
exit,2024-12-26 06:41:00,98048.05,short,9998.507262464775,,0.010205257422418956,True,1,0,2024-12
entry,2024-12-26 07:11:00,98258.86,short,9898.507262464775,100.0,-0.010001492960394986,False,0,1,2024-12
exit,2024-12-26 08:05:00,97084.63,short,9999.702299736731,,0.010223262416110934,True,1,0,2024-12
entry,2024-12-26 10:44:00,95588.99,short,9899.702299736731,99.88262910798358,-0.010000297709126027,False,0,1,2024-12
exit,2024-12-26 16:55:00,96561.38,short,9998.68503822994,,0.009998557077402381,True,1,0,2024-12
entry,2024-12-26 22:51:00,95741.87,short,9898.68503822994,98.8218582887672,-0.010001315134705258,False,0,1,2024-12
exit,2024-12-27 07:40:00,94783.07,short,9999.686480963406,,0.010203521209472433,True,1,0,2024-12
entry,2024-12-27 09:06:00,97260.01,short,9899.686480963406,100.0,-0.010000313528866323,False,0,1,2024-12
exit,2024-12-27 10:32:00,96264.01,short,10000.710540080818,,0.010204773586686366,True,1,0,2024-12
entry,2024-12-27 21:01:00,94684.58,short,9900.710540080818,100.0,-0.009999289510402298,False,0,1,2024-12
exit,2024-12-29 16:39:00,93633.26,short,10001.820879272267,,0.010212432610985589,True,1,0,2024-12
entry,2024-12-29 22:32:00,93530.25,short,9901.820879272267,98.46868586635534,-0.009998179452227474,False,0,1,2024-12
exit,2024-12-30 14:35:00,92168.01,short,10003.277349237866,,0.010246243716444114,True,1,0,2024-12
entry,2024-12-30 16:44:00,92161.49,short,9903.277349237866,100.0,-0.009996723724511991,False,0,1,2024-12
exit,2024-12-30 17:37:00,93152.1,short,10002.202485973394,,0.009989131198384626,True,1,0,2024-12
entry,2024-12-30 18:12:00,94230.0,short,9902.202485973394,98.1952580650406,-0.009997797999014235,False,0,1,2024-12
exit,2024-12-30 21:39:00,93225.01,short,10003.26901467975,,0.010206469606081958,True,1,0,2024-12
entry,2024-12-31 00:42:00,92648.52,short,9903.26901467975,100.0,-0.00999673205361673,False,0,1,2024-12
exit,2024-12-31 08:22:00,93595.23,short,10002.247185081178,,0.00999449477285852,True,1,0,2024-12
entry,2024-12-31 13:19:00,95390.99,short,9902.247185081178,100.0,-0.00999775331978947,False,0,1,2024-12
exit,2024-12-31 17:32:00,94184.11,short,10003.512377946878,,0.010226486066543305,True,1,0,2024-12
entry,2024-12-31 17:58:00,94158.28,short,9903.512377946878,100.0,-0.009996488855299801,False,0,1,2024-12
exit,2025-01-01 09:23:00,93173.46,short,10004.558297647194,,0.010203038663870956,True,1,0,2025-01
entry,2025-01-01 09:52:00,93416.03,short,9904.558297647194,100.0,-0.009995443779213908,False,0,1,2025-01
exit,2025-01-01 14:04:00,94371.72,short,10003.535250532048,,0.009993070857926556,True,1,0,2025-01
entry,2025-01-01 14:05:00,94445.72,short,9903.535250532048,100.0,-0.009996465998825865,False,0,1,2025-01
exit,2025-01-02 01:06:00,95426.33,short,10002.496971613744,,0.009992565137421971,True,1,0,2025-01
entry,2025-01-02 02:10:00,95106.61,short,9902.496971613744,98.53414948453627,-0.009997503651717365,False,0,1,2025-01
exit,2025-01-02 08:52:00,96075.39,short,10001.478346304735,,0.009995597572483916,True,1,0,2025-01
entry,2025-01-02 09:54:00,96532.7,short,9901.478346304735,98.14661461414205,-0.009998521872213728,False,0,1,2025-01
exit,2025-01-02 16:34:00,97533.54,short,10000.441557734644,,0.00999479148150062,True,1,0,2025-01
entry,2025-01-03 02:12:00,97086.5,short,9900.441557734644,100.0,-0.009999558461761815,False,0,1,2025-01
exit,2025-01-03 08:57:00,96111.74,short,10001.445569620952,,0.010201970416905182,True,1,0,2025-01
entry,2025-01-03 09:16:00,96432.0,short,9901.445569620952,98.86285792574094,-0.009998554639315982,False,0,1,2025-01
exit,2025-01-03 15:35:00,97435.73,short,10000.404701444413,,0.009994412545889508,True,1,0,2025-01
entry,2025-01-03 20:18:00,98578.94,short,9900.404701444413,100.0,-0.009999595314933218,False,0,1,2025-01
exit,2025-01-04 15:37:00,97568.35,short,10001.429859556278,,0.010204144290902217,True,1,0,2025-01
entry,2025-01-04 18:55:00,97962.49,short,9901.429859556278,99.98101025447254,-0.009998570344864288,False,0,1,2025-01
exit,2025-01-06 02:05:00,99120.03,short,10000.248244021597,,0.009980213551676664,True,1,0,2025-01
entry,2025-01-06 03:29:00,99099.09,short,9900.248244021597,99.19822086966126,-0.00999975176214074,False,0,1,2025-01
exit,2025-01-06 14:48:00,100249.99,short,9999.08688118769,,0.009983450387294868,True,1,0,2025-01
entry,2025-01-06 15:30:00,101804.46,short,9899.08688118769,98.43929162950576,-0.010000913202198536,False,0,1,2025-01
exit,2025-01-07 11:40:00,100739.99,short,10000.132483708443,,0.010207568004356071,True,1,0,2025-01
entry,2025-01-07 13:27:00,100936.58,short,9900.132483708443,98.37501835445804,-0.009999867518046712,False,0,1,2025-01
exit,2025-01-07 15:00:00,99831.42,short,10001.22738904405,,0.01021146994769695,True,1,0,2025-01
entry,2025-01-07 19:12:00,97142.64,short,9901.22738904405,99.91442629965043,-0.009998772761585895,False,0,1,2025-01
exit,2025-01-08 04:47:00,96120.49,short,10002.279604631356,,0.010206029173627673,True,1,0,2025-01
entry,2025-01-08 05:15:00,96399.79,short,9902.279604631356,100.0,-0.009997720914909913,False,0,1,2025-01
exit,2025-01-08 06:52:00,95421.6,short,10003.294326758863,,0.010201158335325422,True,1,0,2025-01
entry,2025-01-08 07:08:00,95600.0,short,9903.294326758863,100.0,-0.00999670675814257,False,0,1,2025-01
exit,2025-01-08 11:39:00,94641.45,short,10004.29699412288,,0.010198895845305422,True,1,0,2025-01
entry,2025-01-08 13:03:00,95400.44,short,9904.29699412288,99.22509780318806,-0.00999570485149992,False,0,1,2025-01
exit,2025-01-08 17:04:00,94439.3,short,10005.304473752953,,0.010198349230643,True,1,0,2025-01
entry,2025-01-08 19:09:00,94714.05,short,9905.304473752953,100.0,-0.00999469833849953,False,0,1,2025-01
exit,2025-01-08 21:15:00,93740.42,short,10006.332441620445,,0.010199380355767618,True,1,0,2025-01
entry,2025-01-08 21:22:00,94071.77,short,9906.332441620445,100.0,-0.009993671565823536,False,0,1,2025-01
exit,2025-01-08 22:38:00,95040.01,short,10005.303184915698,,0.009990654349478323,True,1,0,2025-01
entry,2025-01-08 22:58:00,95268.9,short,9905.303184915698,100.0,-0.00999469962597066,False,0,1,2025-01
exit,2025-01-09 02:07:00,93896.0,short,10006.744263798733,,0.010241087727381748,True,1,0,2025-01
entry,2025-01-09 02:42:00,94751.61,short,9906.744263798733,99.39365671641993,-0.009993260281645155,False,0,1,2025-01
exit,2025-01-09 04:17:00,93802.09,short,10007.746378696833,,0.010195288402384817,True,1,0,2025-01
entry,2025-01-09 04:24:00,94035.75,short,9907.746378696833,98.50132846230467,-0.009992259617296773,False,0,1,2025-01
exit,2025-01-09 08:06:00,93070.01,short,10008.773371090683,,0.01019676811783099,True,1,0,2025-01
entry,2025-01-09 10:52:00,93381.85,short,9908.773371090683,100.0,-0.009991234319366216,False,0,1,2025-01
exit,2025-01-09 13:37:00,92408.02,short,10009.816218282082,,0.010197311353007166,True,1,0,2025-01
entry,2025-01-09 15:30:00,93554.18,short,9909.816218282082,98.77385481183116,-0.009990193408082604,False,0,1,2025-01
exit,2025-01-09 15:54:00,94575.0,short,10008.72506447153,,0.009980896114599735,True,1,0,2025-01
entry,2025-01-09 22:20:00,91884.11,short,9908.72506447153,100.0,-0.009991282541567115,False,0,1,2025-01
exit,2025-01-10 00:52:00,92805.99,short,10007.721757153213,,0.009990860785576094,True,1,0,2025-01
entry,2025-01-10 05:32:00,93969.96,short,9907.721757153213,100.0,-0.009992284200799562,False,0,1,2025-01
exit,2025-01-10 07:46:00,94947.87,short,10006.68109479686,,0.00998810221655666,True,1,0,2025-01
entry,2025-01-10 10:57:00,95234.85,short,9906.68109479686,98.03623944597099,-0.009993323365925622,False,0,1,2025-01
exit,2025-01-10 13:30:00,93267.23,short,10008.747166198244,,0.010302751287208478,True,1,0,2025-01
entry,2025-01-10 13:46:00,93808.33,short,9908.747166198244,99.3479066320856,-0.009991260478406594,False,0,1,2025-01
exit,2025-01-10 15:10:00,92831.22,short,10009.788768793664,,0.010197212715256754,True,1,0,2025-01
entry,2025-01-10 16:46:00,93983.4,short,9909.788768793664,99.29114059490652,-0.009990220803835381,False,0,1,2025-01
exit,2025-01-10 17:53:00,94978.99,short,10008.729443423439,,0.009984135579291342,True,1,0,2025-01
entry,2025-01-10 17:59:00,95793.05,short,9908.729443423439,100.0,-0.009991278170248474,False,0,1,2025-01
exit,2025-01-10 18:30:00,94744.88,short,10009.8236459778,,0.01020253940039284,True,1,0,2025-01
entry,2025-01-10 19:18:00,95020.17,short,9909.8236459778,100.0,-0.009990185994953271,False,0,1,2025-01
exit,2025-01-11 04:32:00,93948.79,short,10010.951175006636,,0.010204775850868097,True,1,0,2025-01
entry,2025-01-11 05:08:00,94165.03,short,9910.951175006636,100.0,-0.009989060804697636,False,0,1,2025-01
exit,2025-01-12 15:19:00,95186.97,short,10009.865910126457,,0.009980347332278594,True,1,0,2025-01
entry,2025-01-12 15:21:00,95300.07,short,9909.865910126457,100.0,-0.009990143813898178,False,0,1,2025-01
exit,2025-01-12 21:49:00,94321.99,short,10010.892226266624,,0.010194518983040135,True,1,0,2025-01
entry,2025-01-12 23:31:00,94337.39,short,9910.892226266624,100.0,-0.009989119624884135,False,0,1,2025-01
exit,2025-01-13 00:28:00,95373.34,short,10009.794093278208,,0.009979108313726393,True,1,0,2025-01
entry,2025-01-13 01:23:00,95135.48,short,9909.794093278208,99.58351738499182,-0.009990215489762422,False,0,1,2025-01
exit,2025-01-13 01:49:00,94087.91,short,10010.895228207048,,0.010202142847490325,True,1,0,2025-01
entry,2025-01-13 04:20:00,94650.65,short,9910.895228207048,98.57931196429938,-0.009989116629473549,False,0,1,2025-01
exit,2025-01-13 06:46:00,93541.59,short,10012.06696870751,,0.01020813338965798,True,1,0,2025-01
entry,2025-01-13 13:08:00,91202.77,short,9912.06696870751,99.30707106105878,-0.009987947574916167,False,0,1,2025-01
exit,2025-01-13 14:33:00,90206.0,short,10013.159885073976,,0.010198974309356235,True,1,0,2025-01
entry,2025-01-13 19:30:00,92204.54,short,9913.159885073976,100.0,-0.009986857410422822,False,0,1,2025-01
exit,2025-01-13 20:45:00,93209.5,short,10012.06996043469,,0.009977653594555713,True,1,0,2025-01
entry,2025-01-13 23:56:00,94612.69,short,9912.06996043469,99.65712581991716,-0.00998794459039698,False,0,1,2025-01
exit,2025-01-14 08:17:00,95736.02,short,10010.882667271373,,0.009968927502641334,True,1,0,2025-01
entry,2025-01-14 09:23:00,95970.47,short,9910.882667271373,99.09490037148875,-0.009989129163098687,False,0,1,2025-01
exit,2025-01-14 09:48:00,96989.68,short,10009.820663511258,,0.009982763348274526,True,1,0,2025-01
entry,2025-01-14 14:31:00,96915.35,short,9909.820663511258,98.06868116964269,-0.009990188971569669,False,0,1,2025-01
exit,2025-01-14 16:03:00,95775.89,short,10010.996390576165,,0.010209642585909062,True,1,0,2025-01
entry,2025-01-15 00:24:00,97124.99,short,9910.996390576165,100.0,-0.009989015688202096,False,0,1,2025-01
exit,2025-01-15 13:30:00,98151.97,short,10009.939010801918,,0.00998311535254226,True,1,0,2025-01
entry,2025-01-15 14:00:00,99223.71,short,9909.939010801918,99.87198680813285,-0.009990070857783251,False,0,1,2025-01
exit,2025-01-15 20:11:00,100241.15,short,10008.91361072365,,0.009987407572725537,True,1,0,2025-01
entry,2025-01-15 20:20:00,100506.17,short,9908.91361072365,99.12470982227694,-0.00999109432744616,False,0,1,2025-01
exit,2025-01-15 20:50:00,99487.07,short,10009.927578323848,,0.01019425252541084,True,1,0,2025-01
entry,2025-01-15 22:32:00,99759.05,short,9909.927578323848,98.69451697128251,-0.00999008226758269,False,0,1,2025-01
exit,2025-01-16 00:01:00,100851.98,short,10008.832008548474,,0.009980338346867512,True,1,0,2025-01
entry,2025-01-16 05:33:00,99549.99,short,9908.832008548474,99.69319617397899,-0.009991175785005746,False,0,1,2025-01
exit,2025-01-16 14:43:00,98309.85,short,10010.077754529964,,0.01021772756810746,True,1,0,2025-01
entry,2025-01-16 15:54:00,98785.99,short,9910.077754529964,99.02252359425943,-0.009989932391358924,False,0,1,2025-01
exit,2025-01-16 16:33:00,99781.84,short,10009.069666237283,,0.009989014633317916,True,1,0,2025-01
entry,2025-01-16 17:29:00,99868.92,short,9909.069666237283,100.0,-0.009990938552193462,False,0,1,2025-01
exit,2025-01-17 01:36:00,100984.05,short,10007.953072606351,,0.00997908075124232,True,1,0,2025-01
entry,2025-01-17 01:40:00,101398.14,short,9907.953072606351,98.17495840925223,-0.00999205324750363,False,0,1,2025-01
exit,2025-01-17 10:37:00,102436.63,short,10006.928901946021,,0.00998953352063392,True,1,0,2025-01
entry,2025-01-17 14:57:00,103339.66,short,9906.928901946021,99.57440543904396,-0.009993075895697978,False,0,1,2025-01
exit,2025-01-17 16:13:00,104452.67,short,10005.851861437082,,0.009985229577213373,True,1,0,2025-01
entry,2025-01-17 16:16:00,104556.09,short,9905.851861437082,99.68616350266244,-0.009994151560988374,False,0,1,2025-01
exit,2025-01-17 19:24:00,105650.01,short,10004.805609611865,,0.009989423379124451,True,1,0,2025-01
entry,2025-01-18 00:39:00,104466.97,short,9904.805609611865,100.0,-0.00999519669866722,False,0,1,2025-01
exit,2025-01-18 03:41:00,103325.01,short,10005.898739813689,,0.010206472916916232,True,1,0,2025-01
entry,2025-01-18 04:32:00,103344.57,short,9905.898739813689,100.0,-0.009994104737648168,False,0,1,2025-01
exit,2025-01-18 08:10:00,102304.08,short,10006.905556136984,,0.010196633236046582,True,1,0,2025-01
entry,2025-01-18 08:30:00,102941.55,short,9906.905556136984,100.0,-0.00999309920924285,False,0,1,2025-01
exit,2025-01-18 12:21:00,103978.21,short,10005.898518648235,,0.009992319190923249,True,1,0,2025-01
entry,2025-01-18 13:58:00,104390.54,short,9905.898518648235,99.76613086200037,-0.009994104958552907,False,0,1,2025-01
exit,2025-01-18 16:49:00,103329.88,short,10006.91456857,,0.010197565595044145,True,1,0,2025-01
entry,2025-01-18 17:16:00,104023.39,short,9906.91456857,100.0,-0.009993090209252209,False,0,1,2025-01
exit,2025-01-19 02:25:00,105099.74,short,10005.879849359253,,0.009989515918833458,True,1,0,2025-01
entry,2025-01-19 05:24:00,104669.22,short,9905.879849359253,99.40695982992185,-0.00999412360587193,False,0,1,2025-01
exit,2025-01-19 09:21:00,103515.65,short,10006.981959416058,,0.010206272597112598,True,1,0,2025-01
entry,2025-01-19 09:30:00,104332.08,short,9906.981959416058,100.0,-0.009993022911958471,False,0,1,2025-01
exit,2025-01-19 09:53:00,105393.99,short,10005.964142077422,,0.009991154023177184,True,1,0,2025-01
entry,2025-01-19 10:43:00,105034.76,short,9905.964142077422,100.0,-0.009994039412901445,False,0,1,2025-01
exit,2025-01-19 19:59:00,106200.0,short,10004.854756955772,,0.009982936891351546,True,1,0,2025-01
entry,2025-01-19 23:46:00,101520.01,short,9904.854756955772,99.21640502563285,-0.009995147598767073,False,0,1,2025-01
exit,2025-01-20 00:37:00,100476.62,short,10005.882524782037,,0.010199823248828288,True,1,0,2025-01
entry,2025-01-20 02:02:00,101026.24,short,9905.882524782037,100.0,-0.009994120933593309,False,0,1,2025-01
exit,2025-01-20 02:34:00,102196.15,short,10004.724498906779,,0.009978108853750722,True,1,0,2025-01
entry,2025-01-20 03:08:00,101904.7,short,9904.724498906779,99.90733040275646,-0.00999527773212816,False,0,1,2025-01
exit,2025-01-20 06:36:00,102944.58,short,10003.704055296228,,0.009993166029037326,True,1,0,2025-01
entry,2025-01-20 06:41:00,103611.36,short,9903.704055296228,98.13893028122119,-0.009996297316198333,False,0,1,2025-01
exit,2025-01-20 06:44:00,104689.49,short,10002.663503372192,,0.009992165307387557,True,1,0,2025-01
entry,2025-01-20 06:45:00,105340.32,short,9902.663503372192,99.13679432568487,-0.009997337205863932,False,0,1,2025-01
exit,2025-01-20 06:51:00,106955.98,short,10001.12975067427,,0.009943410403528974,True,1,0,2025-01
entry,2025-01-20 06:53:00,107719.17,short,9901.12975067427,100.0,-0.009998870376945024,False,0,1,2025-01
exit,2025-01-20 06:55:00,109194.17,short,9999.760449369776,,0.00996156006225335,True,1,0,2025-01
entry,2025-01-20 08:23:00,108235.08,short,9899.760449369776,99.78924035683725,-0.010000239556368862,False,0,1,2025-01
exit,2025-01-20 12:13:00,107081.62,short,10000.826148217137,,0.010208903474406172,True,1,0,2025-01
entry,2025-01-20 16:40:00,106416.33,short,9900.826148217137,100.0,-0.009999173920029358,False,0,1,2025-01
exit,2025-01-20 17:04:00,104468.72,short,10002.65632785216,,0.010285018453067174,True,1,0,2025-01
entry,2025-01-20 18:24:00,104029.84,short,9902.65632785216,98.29576194770114,-0.009997344377568274,False,0,1,2025-01
exit,2025-01-20 19:32:00,102825.51,short,10003.81400530317,,0.010215206314541314,True,1,0,2025-01
entry,2025-01-21 02:53:00,102660.0,short,9903.81400530317,100.0,-0.009996187448805927,False,0,1,2025-01
exit,2025-01-21 05:31:00,101590.17,short,10004.856115180433,,0.010202343241013878,True,1,0,2025-01
entry,2025-01-21 08:09:00,102232.0,short,9904.856115180433,98.46263854129603,-0.009995146241860375,False,0,1,2025-01
exit,2025-01-21 10:52:00,103315.35,short,10003.796417629765,,0.009989070138807232,True,1,0,2025-01
entry,2025-01-21 12:14:00,103978.0,short,9903.796417629765,100.0,-0.009996205023101945,False,0,1,2025-01
exit,2025-01-21 14:22:00,105088.24,short,10002.728653295002,,0.009989324446242343,True,1,0,2025-01
entry,2025-01-21 15:19:00,103431.08,short,9902.728653295002,99.21818575761922,-0.00999727209105672,False,0,1,2025-01
exit,2025-01-21 16:08:00,104817.49,short,10001.388234148262,,0.009962868246463863,True,1,0,2025-01
entry,2025-01-21 16:11:00,105900.0,short,9901.388234148262,99.21999645452901,-0.009998611958544346,False,0,1,2025-01
exit,2025-01-21 16:57:00,104840.57,short,10002.388640191699,,0.01020063082620104,True,1,0,2025-01
entry,2025-01-21 17:13:00,105436.18,short,9902.388640191699,98.54168191465979,-0.009997611930232297,False,0,1,2025-01
exit,2025-01-21 18:32:00,106629.62,short,10001.25673271933,,0.009984267041019512,True,1,0,2025-01
entry,2025-01-21 19:51:00,107040.6,short,9901.25673271933,100.0,-0.009998743425198575,False,0,1,2025-01
exit,2025-01-21 20:43:00,105962.69,short,10002.263743143412,,0.010201433328185239,True,1,0,2025-01
entry,2025-01-22 02:16:00,105888.99,short,9902.263743143412,99.83248579120621,-0.00999773676919391,False,0,1,2025-01
exit,2025-01-22 08:25:00,104790.01,short,10003.301603642412,,0.010203511350519445,True,1,0,2025-01
entry,2025-01-22 08:44:00,105080.01,short,9903.301603642412,100.0,-0.009996699486056526,False,0,1,2025-01
exit,2025-01-22 13:55:00,103867.99,short,10004.455029493818,,0.010214111404443393,True,1,0,2025-01
entry,2025-01-22 17:06:00,104213.01,short,9904.455029493818,100.0,-0.00999554695435112,False,0,1,2025-01
exit,2025-01-23 00:47:00,103150.37,short,10005.474710241931,,0.010199418387714765,True,1,0,2025-01
entry,2025-01-23 02:25:00,102491.24,short,9905.474710241931,100.0,-0.009994528285363291,False,0,1,2025-01
exit,2025-01-23 10:41:00,101423.01,short,10006.516974927186,,0.010200648393032585,True,1,0,2025-01
entry,2025-01-23 11:03:00,101892.0,short,9906.516974927186,100.0,-0.009993487269402967,False,0,1,2025-01
exit,2025-01-23 14:31:00,103388.84,short,10005.047929271,,0.009946074346129041,True,1,0,2025-01
entry,2025-01-23 21:25:00,103160.1,short,9905.047929271,100.0,-0.009994954617602358,False,0,1,2025-01
exit,2025-01-23 22:30:00,104310.88,short,10003.932401077445,,0.009983240112773739,True,1,0,2025-01
entry,2025-01-23 23:10:00,104321.1,short,9903.932401077445,100.0,-0.009996069144692532,False,0,1,2025-01
exit,2025-01-24 01:48:00,103264.36,short,10004.945369690698,,0.010199278884644336,True,1,0,2025-01
entry,2025-01-24 08:55:00,105559.93,short,9904.945369690698,99.27025757739818,-0.009995057074768554,False,0,1,2025-01
exit,2025-01-24 17:50:00,106639.6,short,10003.922566814645,,0.00999270500035454,True,1,0,2025-01
entry,2025-01-24 18:03:00,106751.99,short,9903.922566814645,100.0,-0.009996078971235112,False,0,1,2025-01
exit,2025-01-24 20:00:00,105669.8,short,10004.936309040902,,0.010199367123964409,True,1,0,2025-01
entry,2025-01-24 22:41:00,105171.93,short,9904.936309040902,98.75341530054109,-0.009995066126471497,False,0,1,2025-01
exit,2025-01-25 10:08:00,104107.57,short,10005.94832812242,,0.010198149279295965,True,1,0,2025-01
entry,2025-01-25 10:48:00,104626.95,short,9905.94832812242,100.0,-0.009994055208034869,False,0,1,2025-01
exit,2025-01-26 23:08:00,103517.33,short,10007.008877053648,,0.010202006469620217,True,1,0,2025-01
entry,2025-01-27 01:53:00,101778.41,short,9907.008877053648,99.13164761990774,-0.009992996031941481,False,0,1,2025-01
exit,2025-01-27 04:20:00,100718.12,short,10008.050640233088,,0.010199018132856619,True,1,0,2025-01
entry,2025-01-27 05:58:00,100387.95,short,9908.050640233088,100.0,-0.009991955835834121,False,0,1,2025-01
exit,2025-01-27 06:41:00,99293.61,short,10009.140751147796,,0.01020282541797024,True,1,0,2025-01
entry,2025-01-27 07:43:00,99193.45,short,9909.140751147796,100.0,-0.009990867596554986,False,0,1,2025-01
exit,2025-01-27 12:54:00,100321.4,short,10008.003629694716,,0.00997693755994633,True,1,0,2025-01
entry,2025-01-27 14:48:00,101720.0,short,9908.003629694716,100.0,-0.009992002770991215,False,0,1,2025-01
