type,time,price,position,balance
entry,2025-01-07 00:35:00,102687.21,7.886986270708525e+89,8.098926154473632e+94
alignment_break,2025-01-07 00:42:00,102167.07,7.886986270708525e+89,1.6156828938558802e+95
entry,2025-01-07 07:04:00,102013.48,1.5837935279297208e+90,1.6156828938558802e+95
alignment_break,2025-01-07 07:16:00,101821.17,1.5837935279297208e+90,3.228319994378199e+95
entry,2025-01-07 22:45:00,97170.26,3.32233339128474e+90,3.228319994378199e+95
alignment_break,2025-01-07 22:52:00,96969.79,3.32233339128474e+90,6.44997970700689e+95
entry,2025-01-07 23:00:00,96919.15,6.655010601111226e+90,6.44997970700689e+95
alignment_break,2025-01-07 23:01:00,96900.87,6.655010601111226e+90,1.2898742878075899e+96
entry,2025-01-07 23:41:00,97090.91,1.3285221941040515e+91,1.2898742878075899e+96
alignment_break,2025-01-07 23:44:00,96957.01,1.3285221941040515e+91,2.5779696843972747e+96
entry,2025-01-08 00:57:00,97243.95,2.6510334929805656e+91,2.5779696843972747e+96
alignment_break,2025-01-08 01:05:00,96991.48,2.6510334929805656e+91,5.149246304534821e+96
entry,2025-01-08 09:19:00,96059.34,5.3604847842331844e+91,5.149246304534821e+96
alignment_break,2025-01-08 09:24:00,95968.52,5.3604847842331844e+91,1.0293624216788601e+97
entry,2025-01-08 15:09:00,95839.99,1.0740427056376572e+92,1.0293624216788601e+97
alignment_break,2025-01-08 15:14:00,95154.56,1.0740427056376572e+92,2.051363032440468e+97
entry,2025-01-08 19:26:00,94642.9,2.1674769395701826e+92,2.051363032440468e+97
alignment_break,2025-01-08 19:27:00,94831.7,2.1674769395701826e+92,4.106818261342845e+97
entry,2025-01-08 22:14:00,94759.29,4.3339479024619595e+92,4.106818261342845e+97
alignment_break,2025-01-08 22:20:00,94640.6,4.3339479024619595e+92,8.208492559920258e+97
entry,2025-01-08 22:24:00,94877.64,8.651661824556616e+92,8.208492559920258e+97
alignment_break,2025-01-08 22:52:00,94969.7,8.651661824556616e+92,1.6424949839716203e+98
entry,2025-01-08 22:58:00,95268.9,1.724062085288715e+93,1.6424949839716203e+98
alignment_break,2025-01-08 23:05:00,94969.24,1.724062085288715e+93,3.279823643498465e+98
entry,2025-01-09 01:18:00,95174.01,3.446133711817402e+93,3.279823643498465e+98
alignment_break,2025-01-09 01:33:00,95242.43,3.446133711817402e+93,6.562005131682555e+98
entry,2025-01-09 11:32:00,93688.33,7.004079517355635e+93,6.562005131682555e+98
alignment_break,2025-01-09 11:35:00,93636.37,7.004079517355635e+93,1.312037094364789e+99
entry,2025-01-09 15:44:00,93920.0,1.3969730561805674e+94,1.312037094364789e+99
alignment_break,2025-01-09 16:16:00,94290.68,1.3969730561805674e+94,2.629252488454228e+99
entry,2025-01-09 22:59:00,92456.32,2.843778000740488e+94,2.629252488454228e+99
alignment_break,2025-01-09 23:00:00,92415.32,2.843778000740488e+94,5.257339027928152e+99
entry,2025-01-09 23:09:00,92575.03,5.67900332079628e+94,5.257339027928152e+99
alignment_break,2025-01-09 23:14:00,92461.01,5.67900332079628e+94,1.0508202856269932e+100
entry,2025-01-10 00:47:00,92590.85,1.1349072674319257e+95,1.0508202856269932e+100
alignment_break,2025-01-10 01:10:00,92652.27,1.1349072674319257e+95,2.1023376312976432e+100
entry,2025-01-10 01:18:00,92772.47,2.2661223003954117e+95,2.1023376312976432e+100
alignment_break,2025-01-10 01:20:00,92670.0,2.2661223003954117e+95,4.2023531670740714e+100
entry,2025-01-10 01:31:00,92771.97,4.529766013456512e+95,4.2023531670740714e+100
alignment_break,2025-01-10 02:15:00,93072.04,4.529766013456512e+95,8.418298803024721e+100
entry,2025-01-10 02:24:00,93217.28,9.030835058719501e+95,8.418298803024721e+100
alignment_break,2025-01-10 02:27:00,93387.07,9.030835058719501e+95,1.6851931060895642e+101
entry,2025-01-10 02:29:00,93515.41,1.8020485672784456e+96,1.6851931060895642e+101
alignment_break,2025-01-10 02:41:00,93315.19,1.8020485672784456e+96,3.366778150537724e+101
entry,2025-01-10 02:51:00,93454.97,3.602567258368093e+96,3.366778150537724e+101
alignment_break,2025-01-10 02:53:00,93328.46,3.602567258368093e+96,6.728998693236886e+101
entry,2025-01-10 03:05:00,93460.99,7.199793938879617e+96,6.728998693236886e+101
alignment_break,2025-01-10 03:16:00,93413.78,7.199793938879617e+96,1.3454598363755225e+102
entry,2025-01-10 03:26:00,93522.66,1.438645817361827e+97,1.3454598363755225e+102
alignment_break,2025-01-10 03:29:00,93554.99,1.438645817361827e+97,2.6913847869437984e+102
entry,2025-01-10 03:34:00,93537.5,2.8773323928304673e+97,2.6913847869437984e+102
alignment_break,2025-01-10 03:38:00,93502.95,2.8773323928304673e+97,5.381775455545873e+102
entry,2025-01-10 03:44:00,93536.48,5.753664725833037e+97,5.381775455545873e+102
alignment_break,2025-01-10 04:07:00,93675.88,5.753664725833037e+97,1.0771571519719558e+103
entry,2025-01-10 04:11:00,93882.12,1.1473506903891346e+98,1.0771571519719558e+103
alignment_break,2025-01-10 04:18:00,93634.33,1.1473506903891346e+98,2.1514712836681963e+103
entry,2025-01-10 04:57:00,93774.36,2.2943065499654663e+98,2.1514712836681963e+103
alignment_break,2025-01-10 05:15:00,93733.67,2.2943065499654663e+98,4.302009014001212e+103
entry,2025-01-10 05:36:00,94194.0,4.567179453045005e+98,4.302009014001212e+103
alignment_break,2025-01-10 05:50:00,93966.29,4.567179453045005e+98,8.593618103669896e+103
entry,2025-01-10 06:16:00,94060.01,9.136314256898225e+98,8.593618103669896e+103
alignment_break,2025-01-10 06:23:00,93999.99,9.136314256898225e+98,1.7181752591522804e+104
entry,2025-01-10 06:47:00,94219.67,1.823584458693477e+99,1.7181752591522804e+104
alignment_break,2025-01-10 07:05:00,94147.89,1.823584458693477e+99,3.4350415493801105e+104
entry,2025-01-10 07:15:00,94233.85,3.6452310389314566e+99,3.4350415493801105e+104
alignment_break,2025-01-10 07:17:00,94181.81,3.6452310389314566e+99,6.868186120527561e+104
entry,2025-01-10 07:25:00,94341.26,7.280150933459614e+99,6.868186120527561e+104
alignment_break,2025-01-10 07:54:00,94538.33,7.280150933459614e+99,1.3750719234499693e+105
entry,2025-01-10 08:18:00,94754.25,1.451198150425938e+100,1.3750719234499693e+105
alignment_break,2025-01-10 08:25:00,94735.4,1.451198150425938e+100,2.7498702960485833e+105
entry,2025-01-10 08:26:00,94709.26,2.903486201928495e+100,2.7498702960485833e+105
alignment_break,2025-01-10 08:31:00,94631.85,2.903486201928495e+100,5.497493003428253e+105
entry,2025-01-10 09:12:00,94714.03,5.804306926258183e+100,5.497493003428253e+105
alignment_break,2025-01-10 09:45:00,94848.49,5.804306926258183e+100,1.1002790477949553e+106
entry,2025-01-10 10:09:00,94950.41,1.1587933614978126e+101,1.1002790477949553e+106
alignment_break,2025-01-10 10:12:00,94957.88,1.1587933614978126e+101,2.2006446574540144e+106
entry,2025-01-10 10:17:00,94954.83,2.3175700040261398e+101,2.2006446574540144e+106
alignment_break,2025-01-10 10:21:00,94825.31,2.3175700040261398e+101,4.3982875982388135e+106
entry,2025-01-10 10:53:00,95020.44,4.628780500531058e+101,4.3982875982388135e+106
alignment_break,2025-01-10 11:09:00,95031.62,4.628780500531058e+101,8.797092694137587e+106
entry,2025-01-10 17:37:00,94186.27,9.340100944795443e+101,8.797092694137587e+106
alignment_break,2025-01-10 17:40:00,94202.12,9.340100944795443e+101,1.7595665794274924e+107
entry,2025-01-10 17:42:00,94446.83,1.86302343808415e+102,1.7595665794274924e+107
half_take_profit,2025-01-10 17:56:00,95532.99,9.31511719042075e+101,2.6494675768287862e+107
alignment_break,2025-01-10 18:15:00,95305.0,9.31511719042075e+101,3.537244820661836e+107
entry,2025-01-10 19:48:00,95159.74,3.71716528508993e+102,3.537244820661836e+107
alignment_break,2025-01-10 20:15:00,95129.79,3.71716528508993e+102,7.073376350320787e+107
entry,2025-01-10 23:41:00,94793.15,7.461906635997208e+102,7.073376350320787e+107
alignment_break,2025-01-10 23:42:00,94784.41,7.461906635997208e+102,1.4146100530001586e+108
entry,2025-01-11 06:12:00,94382.42,1.498806719514247e+103,1.4146100530001586e+108
alignment_break,2025-01-11 06:15:00,94355.46,1.498806719514247e+103,2.828816027708736e+108
entry,2025-01-11 10:44:00,94393.69,2.9968274655951433e+103,2.828816027708736e+108
alignment_break,2025-01-11 11:16:00,94508.71,2.9968274655951433e+103,5.661079006368401e+108
entry,2025-01-11 11:18:00,94648.38,5.981168411301282e+103,5.661079006368401e+108
alignment_break,2025-01-11 11:50:00,94687.22,5.981168411301282e+103,1.1324481098547749e+109
entry,2025-01-11 16:47:00,94566.72,1.1975123065014572e+104,1.1324481098547749e+109
alignment_break,2025-01-11 16:50:00,94562.2,1.1975123065014572e+104,2.2648420921532957e+109
entry,2025-01-11 20:34:00,94439.31,2.398198474928815e+104,2.2648420921532957e+109
alignment_break,2025-01-11 21:32:00,94755.35,2.398198474928815e+104,4.537263450766756e+109
entry,2025-01-11 21:54:00,95009.13,4.775607829233628e+104,4.537263450766756e+109
alignment_break,2025-01-11 22:06:00,94920.5,4.775607829233628e+104,9.070294280314463e+109
entry,2025-01-12 03:08:00,94614.86,9.586543044416556e+104,9.070294280314463e+109
alignment_break,2025-01-12 03:12:00,94636.79,9.586543044416556e+104,1.8142690889518563e+110
entry,2025-01-12 04:30:00,94632.42,1.9171749902959856e+105,1.8142690889518563e+110
alignment_break,2025-01-12 04:38:00,94621.15,1.9171749902959856e+105,3.628322112282306e+110
entry,2025-01-12 04:39:00,94621.15,3.8345783287164724e+105,3.628322112282306e+110
alignment_break,2025-01-12 04:47:00,94595.27,3.8345783287164724e+105,7.255651835693142e+110
entry,2025-01-12 11:43:00,94328.0,7.691938592669347e+105,7.255651835693142e+110
alignment_break,2025-01-12 11:54:00,94300.0,7.691938592669347e+105,1.4509149928580334e+111
entry,2025-01-12 12:18:00,94482.07,1.5356511482634042e+106,1.4509149928580334e+111
alignment_break,2025-01-12 12:32:00,94423.79,1.5356511482634042e+106,2.900935008226859e+111
entry,2025-01-12 13:22:00,94597.11,3.0666211771446917e+106,2.900935008226859e+111
alignment_break,2025-01-12 13:35:00,94545.46,3.0666211771446917e+106,5.800286106615723e+111
entry,2025-01-12 13:55:00,94690.43,6.125525152452812e+106,5.800286106615723e+111
alignment_break,2025-01-12 14:26:00,94842.67,6.125525152452812e+106,1.1609897712723541e+112
entry,2025-01-12 14:36:00,94915.32,1.2231848043839013e+107,1.1609897712723541e+112
alignment_break,2025-01-12 14:37:00,94933.44,1.2231848043839013e+107,2.3222011836312622e+112
entry,2025-01-12 14:46:00,94879.9,2.4475164746498073e+107,2.3222011836312622e+112
alignment_break,2025-01-12 14:47:00,94796.82,2.4475164746498073e+107,4.6423689705753855e+112
entry,2025-01-12 15:24:00,95207.76,4.876040535535534e+107,4.6423689705753855e+112
alignment_break,2025-01-12 15:35:00,95000.0,4.876040535535534e+107,9.274607479334142e+112
entry,2025-01-12 17:19:00,95143.75,9.747994460313096e+107,9.274607479334142e+112
alignment_break,2025-01-12 17:28:00,95093.27,9.747994460313096e+107,1.8544294171064717e+113
entry,2025-01-12 17:48:00,95212.8,1.947668188632696e+108,1.8544294171064717e+113
alignment_break,2025-01-12 17:55:00,95173.56,1.947668188632696e+108,3.708094569215724e+113
entry,2025-01-13 00:18:00,94554.31,3.921655786199195e+108,3.708094569215724e+113
alignment_break,2025-01-13 00:20:00,94504.93,3.921655786199195e+108,7.414252624804222e+113
entry,2025-01-13 00:25:00,94721.39,7.827432246089528e+108,7.414252624804222e+113
half_take_profit,2025-01-13 00:31:00,95799.99,3.913716123044764e+108,1.1163592279309494e+114
alignment_break,2025-01-13 00:47:00,95561.81,3.913716123044764e+108,1.4903610244752898e+114
entry,2025-01-13 15:07:00,92039.55,1.6192615288485111e+109,1.4903610244752898e+114
half_take_profit,2025-01-13 15:21:00,93014.05,8.096307644242556e+108,2.243431388512249e+114
alignment_break,2025-01-13 15:29:00,92215.11,8.096307644242556e+108,2.990033288519917e+114
entry,2025-01-13 15:51:00,92530.97,3.2313865168817716e+109,2.990033288519917e+114
alignment_break,2025-01-13 15:53:00,92306.35,3.2313865168817716e+109,5.972808236645614e+114
entry,2025-01-13 18:57:00,92151.78,6.481489816741048e+109,5.972808236645614e+114
alignment_break,2025-01-13 18:58:00,92074.08,6.481489816741048e+109,1.194058035570362e+115
entry,2025-01-13 19:03:00,92136.65,1.295964239605371e+110,1.194058035570362e+115
alignment_break,2025-01-13 19:13:00,91972.5,1.295964239605371e+110,2.385988745841412e+115
entry,2025-01-13 19:47:00,92362.43,2.583289272317123e+110,2.385988745841412e+115
alignment_break,2025-01-13 19:52:00,92037.64,2.583289272317123e+110,4.763587226455266e+115
entry,2025-01-13 20:01:00,92255.22,5.1634880134211007e+110,4.763587226455266e+115
alignment_break,2025-01-13 20:05:00,92228.5,5.1634880134211007e+110,9.525794768913345e+115
entry,2025-01-13 20:40:00,92832.78,1.026124044643858e+111,9.525794768913345e+115
half_take_profit,2025-01-13 20:55:00,93764.53,5.13062022321929e+110,1.4336496707299864e+116
alignment_break,2025-01-13 21:18:00,93612.0,5.13062022321929e+110,1.9139372910659906e+116
entry,2025-01-13 21:28:00,93789.64,2.0406702606663066e+111,1.9139372910659906e+116
alignment_break,2025-01-13 21:33:00,93804.69,2.0406702606663066e+111,3.8281817030062114e+116
entry,2025-01-13 21:38:00,94019.09,4.071706823588924e+111,3.8281817030062114e+116
alignment_break,2025-01-13 21:55:00,94145.66,4.071706823588924e+111,7.661516965339039e+116
entry,2025-01-13 22:04:00,94431.2,8.113332209417057e+111,7.661516965339039e+116
alignment_break,2025-01-13 22:06:00,94463.28,8.113332209417057e+111,1.532563668765086e+117
entry,2025-01-13 22:11:00,94478.41,1.6221310972158462e+112,1.532563668765086e+117
alignment_break,2025-01-13 22:31:00,94484.59,1.6221310972158462e+112,3.0652275852319794e+117
entry,2025-01-13 23:58:00,94540.37,3.242242002259965e+112,3.0652275852319794e+117
alignment_break,2025-01-14 00:07:00,94369.16,3.242242002259965e+112,6.12490412793189e+117
entry,2025-01-14 00:21:00,94828.65,6.458917350328081e+112,6.12490412793189e+117
alignment_break,2025-01-14 00:31:00,94520.99,6.458917350328081e+112,1.222993675074376e+118
entry,2025-01-14 01:12:00,94964.46,1.2878435522872199e+113,1.222993675074376e+118
alignment_break,2025-01-14 01:21:00,94797.21,1.2878435522872199e+113,2.4438334318075517e+118
entry,2025-01-14 01:30:00,94951.27,2.5737764558678907e+113,2.4438334318075517e+118
alignment_break,2025-01-14 01:34:00,94740.67,2.5737764558678907e+113,4.882246490399046e+118
entry,2025-01-14 02:12:00,94912.06,5.1439685224396625e+113,4.882246490399046e+118
alignment_break,2025-01-14 02:34:00,95014.83,5.1439685224396625e+113,9.769779437248604e+118
entry,2025-01-14 04:14:00,95132.0,1.0269708864786405e+114,9.769779437248604e+118
alignment_break,2025-01-14 04:23:00,95034.27,1.0269708864786405e+114,1.952952228802365e+119
entry,2025-01-14 05:04:00,95229.99,2.0507743713953607e+114,1.952952228802365e+119
alignment_break,2025-01-14 05:22:00,95190.47,2.0507743713953607e+114,3.9050939915731545e+119
entry,2025-01-14 08:18:00,95706.0,4.0803021666072706e+114,3.9050939915731545e+119
alignment_break,2025-01-14 08:25:00,95293.71,4.0803021666072706e+114,7.793365305343604e+119
entry,2025-01-14 08:46:00,95580.57,8.153712941179994e+114,7.793365305343604e+119
alignment_break,2025-01-14 08:57:00,95501.92,8.153712941179994e+114,1.5580317715458967e+120
entry,2025-01-14 09:16:00,95825.1,1.6259119703980446e+115,1.5580317715458967e+120
half_take_profit,2025-01-14 09:40:00,96791.89,8.129559851990223e+114,2.344907234488151e+120
alignment_break,2025-01-14 10:09:00,96771.62,8.129559851990223e+114,3.131617911252205e+120
entry,2025-01-14 14:33:00,96872.0,3.2327379544679627e+115,3.131617911252205e+120
alignment_break,2025-01-14 14:45:00,96705.38,3.2327379544679627e+115,6.257849434524674e+120
entry,2025-01-14 18:31:00,96712.46,6.4705720798795464e+115,6.257849434524674e+120
alignment_break,2025-01-14 19:01:00,96699.93,6.4705720798795464e+115,1.251488810636774e+121
entry,2025-01-14 19:23:00,96913.08,1.2913518078640923e+116,1.251488810636774e+121
alignment_break,2025-01-14 19:44:00,96895.99,1.2913518078640923e+116,2.502756929249584e+121
entry,2025-01-14 23:07:00,96698.88,2.5881963981894972e+116,2.502756929249584e+121
alignment_break,2025-01-14 23:10:00,96650.75,2.5881963981894972e+116,5.00426815957272e+121
entry,2025-01-15 00:25:00,97217.54,5.147495153212805e+116,5.00426815957272e+121
alignment_break,2025-01-15 00:37:00,96891.02,5.147495153212805e+116,9.99172871797117e+121
entry,2025-01-15 01:25:00,97176.93,1.0281996681693042e+117,9.99172871797117e+121
alignment_break,2025-01-15 01:32:00,97086.39,1.0281996681693042e+117,1.9974148116146733e+122
entry,2025-01-15 01:35:00,97148.59,2.0560409694208362e+117,1.9974148116146733e+122
alignment_break,2025-01-15 01:52:00,97141.02,2.0560409694208362e+117,3.994673980927962e+122
entry,2025-01-15 01:56:00,97403.21,4.101172826776409e+117,3.994673980927962e+122
alignment_break,2025-01-15 02:10:00,97187.07,4.101172826776409e+117,7.980483686908129e+122
entry,2025-01-15 04:10:00,97458.0,8.188638887426511e+117,7.980483686908129e+122
alignment_break,2025-01-15 04:13:00,97291.78,8.188638887426511e+117,1.5947356218257578e+123
entry,2025-01-15 07:31:00,97541.28,1.6349340728620312e+118,1.5947356218257578e+123
alignment_break,2025-01-15 07:38:00,97372.24,1.6349340728620312e+118,3.1867075510947494e+123
entry,2025-01-15 13:27:00,97326.76,3.2742357303322845e+118,3.1867075510947494e+123
half_take_profit,2025-01-15 13:32:00,98472.2,1.6371178651661422e+118,4.7988135295168833e+123
alignment_break,2025-01-16 14:44:00,98260.61,1.6371178651661422e+118,6.407455530248112e+123
entry,2025-01-16 16:36:00,99660.06,6.42931133118735e+118,6.407455530248112e+123
alignment_break,2025-01-16 16:41:00,99458.79,6.42931133118735e+118,1.2801970785579942e+124
entry,2025-01-16 17:42:00,100088.79,1.2790613999409867e+119,1.2801970785579942e+124
alignment_break,2025-01-16 17:47:00,99827.33,1.2790613999409867e+119,2.5570499231797025e+124
entry,2025-01-16 19:49:00,100312.91,2.5490736169249825e+119,2.5570499231797025e+124
alignment_break,2025-01-16 20:20:00,100390.32,2.5490736169249825e+119,5.116073084246267e+124
entry,2025-01-16 20:21:00,100614.5,5.084826823416373e+119,5.116073084246267e+124
alignment_break,2025-01-16 20:24:00,100345.04,5.084826823416373e+119,1.0218444594134154e+125
entry,2025-01-16 20:25:00,100342.55,1.0183560806591177e+120,1.0218444594134154e+125
alignment_break,2025-01-16 20:43:00,100502.7,1.0183560806591177e+120,2.0453198160900064e+125
entry,2025-01-17 00:15:00,100251.94,2.0401797871343004e+120,2.0453198160900064e+125
alignment_break,2025-01-17 00:26:00,100123.96,2.0401797871343004e+120,4.088028610088438e+125
entry,2025-01-17 01:39:00,101164.0,4.040991469384799e+120,4.088028610088438e+125
alignment_break,2025-01-17 02:08:00,101517.89,4.040991469384799e+120,8.190357884887882e+125
entry,2025-01-17 02:14:00,101812.49,8.044551198863599e+120,8.190357884887882e+125
alignment_break,2025-01-17 02:31:00,101823.46,8.044551198863599e+120,1.6381598257042277e+126
entry,2025-01-17 07:17:00,101678.69,1.6111142125299094e+121,1.6381598257042277e+126
alignment_break,2025-01-17 07:20:00,101642.42,1.6111142125299094e+121,3.275735300283571e+126
entry,2025-01-17 07:46:00,101692.02,3.2212314204040506e+121,3.275735300283571e+126
alignment_break,2025-01-17 07:52:00,101554.75,3.2212314204040506e+121,6.547048816196354e+126
entry,2025-01-17 08:22:00,101756.0,6.434066606584726e+121,6.547048816196354e+126
alignment_break,2025-01-17 08:45:00,101782.4,6.434066606584726e+121,1.3095796225976844e+127
entry,2025-01-17 09:04:00,102202.58,1.2813567158458078e+122,1.3095796225976844e+127
alignment_break,2025-01-17 09:17:00,102070.9,1.2813567158458078e+122,2.617471954671943e+127
entry,2025-01-17 10:40:00,102474.55,2.5542653806939803e+122,2.617471954671943e+127
alignment_break,2025-01-17 10:48:00,102376.57,2.5542653806939803e+122,5.232441240123883e+127
entry,2025-01-17 12:16:00,102499.52,5.104844627685947e+122,5.232441240123883e+127
alignment_break,2025-01-17 12:30:00,102477.19,5.104844627685947e+122,1.0463742568442403e+128
entry,2025-01-17 12:47:00,102903.1,1.0168539692625784e+123,1.0463742568442403e+128
alignment_break,2025-01-17 12:59:00,102745.69,1.0168539692625784e+123,2.0911478838554644e+128
entry,2025-01-17 13:04:00,102924.36,2.031732705314334e+123,2.0911478838554644e+128
alignment_break,2025-01-17 13:13:00,102758.83,2.031732705314334e+123,4.1789326405638215e+128
entry,2025-01-17 14:38:00,102817.81,4.064405418247891e+123,4.1789326405638215e+128
alignment_break,2025-01-17 14:43:00,102374.67,4.064405418247891e+123,8.339854274957219e+128
entry,2025-01-17 14:54:00,103031.74,8.094451549548924e+123,8.339854274957219e+128
alignment_break,2025-01-17 14:56:00,103295.19,8.094451549548924e+123,1.6701033382521722e+129
entry,2025-01-17 14:59:00,103378.95,1.6155158649339855e+124,1.6701033382521722e+129
alignment_break,2025-01-17 15:23:00,103888.17,1.6155158649339855e+124,3.3484332063917614e+129
entry,2025-01-17 15:55:00,103934.18,3.2216862695138033e+124,3.3484332063917614e+129
alignment_break,2025-01-17 16:01:00,103969.78,3.2216862695138033e+124,6.69801333309547e+129
entry,2025-01-17 16:11:00,104218.36,6.426903410392822e+124,6.69801333309547e+129
alignment_break,2025-01-17 16:50:00,104750.0,6.426903410392822e+124,1.343019465548195e+130
entry,2025-01-17 16:53:00,104904.74,1.2802276289404989e+125,1.343019465548195e+130
alignment_break,2025-01-17 17:07:00,104792.0,1.2802276289404989e+125,2.684595602467523e+130
entry,2025-01-17 17:30:00,105070.55,2.555040972439492e+125,2.684595602467523e+130
alignment_break,2025-01-17 17:35:00,104594.28,2.555040972439492e+125,5.357022311295608e+130
entry,2025-01-17 18:55:00,104847.27,5.10935793683098e+125,5.357022311295608e+130
alignment_break,2025-01-17 19:00:00,104829.76,5.10935793683098e+125,1.0713149974016474e+131
entry,2025-01-17 19:21:00,105599.99,1.0145029345188834e+126,1.0713149974016474e+131
alignment_break,2025-01-17 19:33:00,105166.2,1.0145029345188834e+126,2.1382291825236453e+131
entry,2025-01-17 19:43:00,105650.0,2.0238799645278234e+126,2.1382291825236453e+131
alignment_break,2025-01-17 19:45:00,105527.79,2.0238799645278234e+126,4.2739849813426406e+131
entry,2025-01-17 19:53:00,105700.0,4.0435051857546266e+126,4.2739849813426406e+131
alignment_break,2025-01-17 20:05:00,105458.52,4.0435051857546266e+126,8.53820570636272e+131
entry,2025-01-18 02:51:00,104500.0,8.170531776423656e+126,8.53820570636272e+131
alignment_break,2025-01-18 02:55:00,104298.49,8.170531776423656e+126,1.705994697414277e+132
entry,2025-01-18 11:28:00,103345.34,1.6507708014839153e+127,1.705994697414277e+132
alignment_break,2025-01-18 11:32:00,103281.02,1.6507708014839153e+127,3.41092761904904e+132
entry,2025-01-18 11:49:00,103717.55,3.288669679383132e+127,3.41092761904904e+132
alignment_break,2025-01-18 11:57:00,103618.12,3.288669679383132e+127,6.818585313835868e+132
entry,2025-01-18 12:19:00,103851.21,6.56572543915075e+127,6.818585313835868e+132
alignment_break,2025-01-18 12:29:00,103609.45,6.56572543915075e+127,1.3621297329850044e+133
entry,2025-01-18 13:54:00,103877.83,1.31128050420865e+128,1.3621297329850044e+133
alignment_break,2025-01-18 14:13:00,104180.02,1.31128050420865e+128,2.728222024525677e+133
entry,2025-01-18 14:20:00,104378.26,2.6137837750175918e+128,2.728222024525677e+133
alignment_break,2025-01-18 14:25:00,104320.98,2.6137837750175918e+128,5.454946873705024e+133
entry,2025-01-18 14:29:00,104187.87,5.2356832649568745e+128,5.454946873705024e+133
alignment_break,2025-01-18 14:30:00,104148.33,5.2356832649568745e+128,1.0907823558247084e+134
entry,2025-01-18 15:43:00,104647.45,1.0423401199214203e+129,1.0907823558247084e+134
alignment_break,2025-01-18 16:00:00,104602.97,1.0423401199214203e+129,2.1811010787640758e+134
entry,2025-01-18 19:18:00,104275.74,2.091666842895649e+129,2.1811010787640758e+134
alignment_break,2025-01-18 19:24:00,104085.19,2.091666842895649e+129,4.358216486359013e+134
entry,2025-01-18 19:44:00,104439.29,4.172966405994347e+129,4.358216486359013e+134
alignment_break,2025-01-18 19:59:00,104382.01,4.172966405994347e+129,8.714042697560673e+134
entry,2025-01-18 20:09:00,104471.96,8.341034950967392e+129,8.714042697560673e+134
alignment_break,2025-01-18 20:12:00,104400.01,8.341034950967392e+129,1.7422084020474125e+135
entry,2025-01-18 23:11:00,104541.14,1.6665289875807865e+130,1.7422084020474125e+135
alignment_break,2025-01-18 23:25:00,104501.16,1.6665289875807865e+130,3.48375052580559e+135
entry,2025-01-18 23:36:00,104595.22,3.330697641637534e+130,3.48375052580559e+135
alignment_break,2025-01-18 23:37:00,104628.01,3.330697641637534e+130,6.968593187367873e+135
entry,2025-01-19 02:18:00,104843.35,6.646671617577912e+130,6.968593187367873e+135
alignment_break,2025-01-19 02:41:00,105279.13,6.646671617577912e+130,1.3966151240310825e+136
entry,2025-01-19 06:41:00,105405.63,1.324991012369152e+131,1.3966151240310825e+136
alignment_break,2025-01-19 07:04:00,105283.56,1.324991012369152e+131,2.7916128315333657e+136
entry,2025-01-19 11:25:00,105179.99,2.654129204170266e+131,2.7916128315333657e+136
alignment_break,2025-01-19 11:28:00,104943.0,2.654129204170266e+131,5.576935642265768e+136
entry,2025-01-19 14:40:00,105279.98,5.297242307859261e+131,5.576935642265768e+136
alignment_break,2025-01-19 14:41:00,105194.71,5.297242307859261e+131,1.1149354326015626e+137
entry,2025-01-19 19:35:00,105369.97,1.0581149758337813e+132,1.1149354326015626e+137
alignment_break,2025-01-19 19:39:00,105416.08,1.0581149758337813e+132,2.230358762018482e+137
entry,2025-01-19 19:40:00,105410.62,2.115876713388539e+132,2.230358762018482e+137
alignment_break,2025-01-19 20:15:00,105866.39,2.115876713388539e+132,4.470361055333575e+137
entry,2025-01-19 20:39:00,106284.29,4.206041227102872e+132,4.470361055333575e+137
alignment_break,2025-01-19 20:49:00,106012.79,4.206041227102872e+132,8.929302708735566e+137
entry,2025-01-19 20:57:00,106205.79,8.407547939463155e+132,8.929302708735566e+137
alignment_break,2025-01-19 21:02:00,106028.0,8.407547939463155e+132,1.784365763798956e+138
entry,2025-01-20 02:39:00,101918.86,1.750770920906058e+133,1.784365763798956e+138
alignment_break,2025-01-20 02:43:00,101608.47,1.750770920906058e+133,3.563297309736511e+138
entry,2025-01-20 02:53:00,102131.31,3.488937241416478e+133,3.563297309736511e+138
alignment_break,2025-01-20 02:56:00,102080.4,3.488937241416478e+133,7.124818401523417e+138
entry,2025-01-20 03:11:00,101899.9,6.99197781501593e+133,7.124818401523417e+138
alignment_break,2025-01-20 03:14:00,101795.9,6.99197781501593e+133,1.4242365146119218e+139
entry,2025-01-20 03:23:00,101701.78,1.4004047073826258e+134,1.4242365146119218e+139
alignment_break,2025-01-20 03:24:00,101722.54,1.4004047073826258e+134,2.848763753241096e+139
entry,2025-01-20 04:39:00,101900.08,2.79564427549134e+134,2.848763753241096e+139
alignment_break,2025-01-20 04:59:00,102232.34,2.79564427549134e+134,5.70681631415194e+139
entry,2025-01-20 05:07:00,102553.35,5.564729298605984e+134,5.70681631415194e+139
alignment_break,2025-01-20 05:11:00,102761.05,5.564729298605984e+134,1.1425190571057085e+140
entry,2025-01-20 05:16:00,102648.58,1.1130393202767233e+135,1.1425190571057085e+140
alignment_break,2025-01-20 05:25:00,102536.0,1.1130393202767233e+135,2.2837850545446495e+140
