symbol,rsi_th,macd_th,disp_th,total_trades,win_rate,avg_profit
LINKUSDT,35,0.0,-2.0,2,0.0,-2.0000000000000053
LINKUSDT,35,0.0,-1.0,2,0.0,-2.0000000000000053
LINKUSDT,35,0.5,-3.0,0,0.0,0.0
LINKUSDT,35,0.5,-2.0,0,0.0,0.0
LINKUSDT,35,0.5,-1.0,0,0.0,0.0
LINKUSDT,35,1.0,-3.0,0,0.0,0.0
LINKUSDT,35,1.0,-2.0,0,0.0,0.0
LINKUSDT,35,1.0,-1.0,0,0.0,0.0
LINKUSDT,40,0.0,-3.0,2,0.0,-2.000000000000008
LINKUSDT,40,0.0,-2.0,4,0.0,-2.0000000000000058
LINKUSDT,40,0.0,-1.0,5,0.0,-2.0000000000000058
LINKUSDT,40,0.5,-3.0,0,0.0,0.0
LINKUSDT,40,0.5,-2.0,0,0.0,0.0
LINKUSDT,40,0.5,-1.0,0,0.0,0.0
LINKUSDT,40,1.0,-3.0,0,0.0,0.0
LINKUSDT,40,1.0,-2.0,0,0.0,0.0
LINKUSDT,40,1.0,-1.0,0,0.0,0.0
UMAUSDT,20,0.0,-3.0,0,0.0,0.0
UMAUSDT,20,0.0,-2.0,0,0.0,0.0
UMAUSDT,20,0.0,-1.0,0,0.0,0.0
UMAUSDT,20,0.5,-3.0,0,0.0,0.0
UMAUSDT,20,0.5,-2.0,0,0.0,0.0
UMAUSDT,20,0.5,-1.0,0,0.0,0.0
UMAUSDT,20,1.0,-3.0,0,0.0,0.0
UMAUSDT,20,1.0,-2.0,0,0.0,0.0
UMAUSDT,20,1.0,-1.0,0,0.0,0.0
UMAUSDT,25,0.0,-3.0,0,0.0,0.0
UMAUSDT,25,0.0,-2.0,0,0.0,0.0
UMAUSDT,25,0.0,-1.0,0,0.0,0.0
UMAUSDT,25,0.5,-3.0,0,0.0,0.0
UMAUSDT,25,0.5,-2.0,0,0.0,0.0
UMAUSDT,25,0.5,-1.0,0,0.0,0.0
UMAUSDT,25,1.0,-3.0,0,0.0,0.0
UMAUSDT,25,1.0,-2.0,0,0.0,0.0
UMAUSDT,25,1.0,-1.0,0,0.0,0.0
UMAUSDT,30,0.0,-3.0,0,0.0,0.0
UMAUSDT,30,0.0,-2.0,0,0.0,0.0
UMAUSDT,30,0.0,-1.0,0,0.0,0.0
UMAUSDT,30,0.5,-3.0,0,0.0,0.0
UMAUSDT,30,0.5,-2.0,0,0.0,0.0
UMAUSDT,30,0.5,-1.0,0,0.0,0.0
UMAUSDT,30,1.0,-3.0,0,0.0,0.0
UMAUSDT,30,1.0,-2.0,0,0.0,0.0
UMAUSDT,30,1.0,-1.0,0,0.0,0.0
UMAUSDT,35,0.0,-3.0,0,0.0,0.0
UMAUSDT,35,0.0,-2.0,0,0.0,0.0
UMAUSDT,35,0.0,-1.0,0,0.0,0.0
UMAUSDT,35,0.5,-3.0,0,0.0,0.0
UMAUSDT,35,0.5,-2.0,0,0.0,0.0
UMAUSDT,35,0.5,-1.0,0,0.0,0.0
UMAUSDT,35,1.0,-3.0,0,0.0,0.0
UMAUSDT,35,1.0,-2.0,0,0.0,0.0
UMAUSDT,35,1.0,-1.0,0,0.0,0.0
UMAUSDT,40,0.0,-3.0,2,0.0,-1.9999999999999938
UMAUSDT,40,0.0,-2.0,3,0.0,-2.0000000000000036
UMAUSDT,40,0.0,-1.0,3,0.0,-2.0000000000000036
UMAUSDT,40,0.5,-3.0,0,0.0,0.0
UMAUSDT,40,0.5,-2.0,0,0.0,0.0
UMAUSDT,40,0.5,-1.0,0,0.0,0.0
UMAUSDT,40,1.0,-3.0,0,0.0,0.0
UMAUSDT,40,1.0,-2.0,0,0.0,0.0
UMAUSDT,40,1.0,-1.0,0,0.0,0.0
AVAXUSDT,20,0.0,-3.0,0,0.0,0.0
AVAXUSDT,20,0.0,-2.0,0,0.0,0.0
AVAXUSDT,20,0.0,-1.0,0,0.0,0.0
AVAXUSDT,20,0.5,-3.0,0,0.0,0.0
AVAXUSDT,20,0.5,-2.0,0,0.0,0.0
AVAXUSDT,20,0.5,-1.0,0,0.0,0.0
AVAXUSDT,20,1.0,-3.0,0,0.0,0.0
AVAXUSDT,20,1.0,-2.0,0,0.0,0.0
AVAXUSDT,20,1.0,-1.0,0,0.0,0.0
AVAXUSDT,25,0.0,-3.0,0,0.0,0.0
AVAXUSDT,25,0.0,-2.0,0,0.0,0.0
AVAXUSDT,25,0.0,-1.0,0,0.0,0.0
AVAXUSDT,25,0.5,-3.0,0,0.0,0.0
AVAXUSDT,25,0.5,-2.0,0,0.0,0.0
AVAXUSDT,25,0.5,-1.0,0,0.0,0.0
AVAXUSDT,25,1.0,-3.0,0,0.0,0.0
AVAXUSDT,25,1.0,-2.0,0,0.0,0.0
AVAXUSDT,25,1.0,-1.0,0,0.0,0.0
AVAXUSDT,30,0.0,-3.0,1,0.0,-2.000000000000009
AVAXUSDT,30,0.0,-2.0,1,0.0,-2.000000000000009
AVAXUSDT,30,0.0,-1.0,1,0.0,-2.000000000000009
AVAXUSDT,30,0.5,-3.0,0,0.0,0.0
AVAXUSDT,30,0.5,-2.0,0,0.0,0.0
AVAXUSDT,30,0.5,-1.0,0,0.0,0.0
AVAXUSDT,30,1.0,-3.0,0,0.0,0.0
AVAXUSDT,30,1.0,-2.0,0,0.0,0.0
AVAXUSDT,30,1.0,-1.0,0,0.0,0.0
AVAXUSDT,35,0.0,-3.0,2,0.0,-2.0000000000000084
AVAXUSDT,35,0.0,-2.0,2,0.0,-2.0000000000000084
AVAXUSDT,35,0.0,-1.0,2,0.0,-2.0000000000000084
AVAXUSDT,35,0.5,-3.0,0,0.0,0.0
AVAXUSDT,35,0.5,-2.0,0,0.0,0.0
AVAXUSDT,35,0.5,-1.0,0,0.0,0.0
AVAXUSDT,35,1.0,-3.0,0,0.0,0.0
AVAXUSDT,35,1.0,-2.0,0,0.0,0.0
AVAXUSDT,35,1.0,-1.0,0,0.0,0.0
AVAXUSDT,40,0.0,-3.0,5,40.0,1.1999999999999975
AVAXUSDT,40,0.0,-2.0,5,40.0,1.1999999999999975
AVAXUSDT,40,0.0,-1.0,5,40.0,1.1999999999999975
AVAXUSDT,40,0.5,-3.0,0,0.0,0.0
AVAXUSDT,40,0.5,-2.0,0,0.0,0.0
AVAXUSDT,40,0.5,-1.0,0,0.0,0.0
AVAXUSDT,40,1.0,-3.0,0,0.0,0.0
AVAXUSDT,40,1.0,-2.0,0,0.0,0.0
AVAXUSDT,40,1.0,-1.0,0,0.0,0.0
NEIROUSDT,20,0.0,-3.0,0,0.0,0.0
NEIROUSDT,20,0.0,-2.0,0,0.0,0.0
NEIROUSDT,20,0.0,-1.0,0,0.0,0.0
NEIROUSDT,20,0.5,-3.0,0,0.0,0.0
NEIROUSDT,20,0.5,-2.0,0,0.0,0.0
NEIROUSDT,20,0.5,-1.0,0,0.0,0.0
NEIROUSDT,20,1.0,-3.0,0,0.0,0.0
NEIROUSDT,20,1.0,-2.0,0,0.0,0.0
NEIROUSDT,20,1.0,-1.0,0,0.0,0.0
NEIROUSDT,25,0.0,-3.0,0,0.0,0.0
NEIROUSDT,25,0.0,-2.0,0,0.0,0.0
NEIROUSDT,25,0.0,-1.0,0,0.0,0.0
NEIROUSDT,25,0.5,-3.0,0,0.0,0.0
NEIROUSDT,25,0.5,-2.0,0,0.0,0.0
NEIROUSDT,25,0.5,-1.0,0,0.0,0.0
NEIROUSDT,25,1.0,-3.0,0,0.0,0.0
NEIROUSDT,25,1.0,-2.0,0,0.0,0.0
NEIROUSDT,25,1.0,-1.0,0,0.0,0.0
NEIROUSDT,30,0.0,-3.0,3,66.66666666666666,3.333333333333336
NEIROUSDT,30,0.0,-2.0,3,66.66666666666666,3.333333333333336
NEIROUSDT,30,0.0,-1.0,3,66.66666666666666,3.333333333333336
NEIROUSDT,30,0.5,-3.0,0,0.0,0.0
NEIROUSDT,30,0.5,-2.0,0,0.0,0.0
NEIROUSDT,30,0.5,-1.0,0,0.0,0.0
NEIROUSDT,30,1.0,-3.0,0,0.0,0.0
NEIROUSDT,30,1.0,-2.0,0,0.0,0.0
NEIROUSDT,30,1.0,-1.0,0,0.0,0.0
NEIROUSDT,35,0.0,-3.0,4,50.0,2.000000000000001
NEIROUSDT,35,0.0,-2.0,4,50.0,2.000000000000001
NEIROUSDT,35,0.0,-1.0,4,50.0,2.000000000000001
NEIROUSDT,35,0.5,-3.0,0,0.0,0.0
NEIROUSDT,35,0.5,-2.0,0,0.0,0.0
NEIROUSDT,35,0.5,-1.0,0,0.0,0.0
NEIROUSDT,35,1.0,-3.0,0,0.0,0.0
NEIROUSDT,35,1.0,-2.0,0,0.0,0.0
NEIROUSDT,35,1.0,-1.0,0,0.0,0.0
NEIROUSDT,40,0.0,-3.0,7,42.857142857142854,2.2857142857142896
NEIROUSDT,40,0.0,-2.0,7,42.857142857142854,2.2857142857142896
NEIROUSDT,40,0.0,-1.0,7,42.857142857142854,2.2857142857142896
NEIROUSDT,40,0.5,-3.0,0,0.0,0.0
NEIROUSDT,40,0.5,-2.0,0,0.0,0.0
NEIROUSDT,40,0.5,-1.0,0,0.0,0.0
NEIROUSDT,40,1.0,-3.0,0,0.0,0.0
NEIROUSDT,40,1.0,-2.0,0,0.0,0.0
NEIROUSDT,40,1.0,-1.0,0,0.0,0.0
HYPEUSDT,20,0.0,-3.0,0,0.0,0.0
HYPEUSDT,20,0.0,-2.0,0,0.0,0.0
HYPEUSDT,20,0.0,-1.0,0,0.0,0.0
HYPEUSDT,20,0.5,-3.0,0,0.0,0.0
HYPEUSDT,20,0.5,-2.0,0,0.0,0.0
HYPEUSDT,20,0.5,-1.0,0,0.0,0.0
HYPEUSDT,20,1.0,-3.0,0,0.0,0.0
HYPEUSDT,20,1.0,-2.0,0,0.0,0.0
HYPEUSDT,20,1.0,-1.0,0,0.0,0.0
HYPEUSDT,25,0.0,-3.0,0,0.0,0.0
HYPEUSDT,25,0.0,-2.0,0,0.0,0.0
HYPEUSDT,25,0.0,-1.0,0,0.0,0.0
HYPEUSDT,25,0.5,-3.0,0,0.0,0.0
HYPEUSDT,25,0.5,-2.0,0,0.0,0.0
HYPEUSDT,25,0.5,-1.0,0,0.0,0.0
HYPEUSDT,25,1.0,-3.0,0,0.0,0.0
HYPEUSDT,25,1.0,-2.0,0,0.0,0.0
HYPEUSDT,25,1.0,-1.0,0,0.0,0.0
HYPEUSDT,30,0.0,-3.0,0,0.0,0.0
HYPEUSDT,30,0.0,-2.0,0,0.0,0.0
HYPEUSDT,30,0.0,-1.0,0,0.0,0.0
HYPEUSDT,30,0.5,-3.0,0,0.0,0.0
HYPEUSDT,30,0.5,-2.0,0,0.0,0.0
HYPEUSDT,30,0.5,-1.0,0,0.0,0.0
HYPEUSDT,30,1.0,-3.0,0,0.0,0.0
HYPEUSDT,30,1.0,-2.0,0,0.0,0.0
HYPEUSDT,30,1.0,-1.0,0,0.0,0.0
HYPEUSDT,35,0.0,-3.0,0,0.0,0.0
HYPEUSDT,35,0.0,-2.0,0,0.0,0.0
HYPEUSDT,35,0.0,-1.0,0,0.0,0.0
HYPEUSDT,35,0.5,-3.0,0,0.0,0.0
HYPEUSDT,35,0.5,-2.0,0,0.0,0.0
HYPEUSDT,35,0.5,-1.0,0,0.0,0.0
HYPEUSDT,35,1.0,-3.0,0,0.0,0.0
HYPEUSDT,35,1.0,-2.0,0,0.0,0.0
HYPEUSDT,35,1.0,-1.0,0,0.0,0.0
HYPEUSDT,40,0.0,-3.0,0,0.0,0.0
HYPEUSDT,40,0.0,-2.0,0,0.0,0.0
HYPEUSDT,40,0.0,-1.0,0,0.0,0.0
HYPEUSDT,40,0.5,-3.0,0,0.0,0.0
HYPEUSDT,40,0.5,-2.0,0,0.0,0.0
HYPEUSDT,40,0.5,-1.0,0,0.0,0.0
HYPEUSDT,40,1.0,-3.0,0,0.0,0.0
HYPEUSDT,40,1.0,-2.0,0,0.0,0.0
HYPEUSDT,40,1.0,-1.0,0,0.0,0.0
MOODENGUSDT,20,0.0,-3.0,0,0.0,0.0
MOODENGUSDT,20,0.0,-2.0,0,0.0,0.0
MOODENGUSDT,20,0.0,-1.0,0,0.0,0.0
MOODENGUSDT,20,0.5,-3.0,0,0.0,0.0
MOODENGUSDT,20,0.5,-2.0,0,0.0,0.0
MOODENGUSDT,20,0.5,-1.0,0,0.0,0.0
MOODENGUSDT,20,1.0,-3.0,0,0.0,0.0
MOODENGUSDT,20,1.0,-2.0,0,0.0,0.0
MOODENGUSDT,20,1.0,-1.0,0,0.0,0.0
MOODENGUSDT,25,0.0,-3.0,0,0.0,0.0
MOODENGUSDT,25,0.0,-2.0,0,0.0,0.0
MOODENGUSDT,25,0.0,-1.0,0,0.0,0.0
MOODENGUSDT,25,0.5,-3.0,0,0.0,0.0
MOODENGUSDT,25,0.5,-2.0,0,0.0,0.0
MOODENGUSDT,25,0.5,-1.0,0,0.0,0.0
MOODENGUSDT,25,1.0,-3.0,0,0.0,0.0
MOODENGUSDT,25,1.0,-2.0,0,0.0,0.0
MOODENGUSDT,25,1.0,-1.0,0,0.0,0.0
MOODENGUSDT,30,0.0,-3.0,0,0.0,0.0
MOODENGUSDT,30,0.0,-2.0,0,0.0,0.0
MOODENGUSDT,30,0.0,-1.0,0,0.0,0.0
MOODENGUSDT,30,0.5,-3.0,0,0.0,0.0
MOODENGUSDT,30,0.5,-2.0,0,0.0,0.0
MOODENGUSDT,30,0.5,-1.0,0,0.0,0.0
MOODENGUSDT,30,1.0,-3.0,0,0.0,0.0
MOODENGUSDT,30,1.0,-2.0,0,0.0,0.0
MOODENGUSDT,30,1.0,-1.0,0,0.0,0.0
MOODENGUSDT,35,0.0,-3.0,0,0.0,0.0
MOODENGUSDT,35,0.0,-2.0,0,0.0,0.0
MOODENGUSDT,35,0.0,-1.0,0,0.0,0.0
MOODENGUSDT,35,0.5,-3.0,0,0.0,0.0
MOODENGUSDT,35,0.5,-2.0,0,0.0,0.0
MOODENGUSDT,35,0.5,-1.0,0,0.0,0.0
MOODENGUSDT,35,1.0,-3.0,0,0.0,0.0
MOODENGUSDT,35,1.0,-2.0,0,0.0,0.0
MOODENGUSDT,35,1.0,-1.0,0,0.0,0.0
MOODENGUSDT,40,0.0,-3.0,0,0.0,0.0
MOODENGUSDT,40,0.0,-2.0,0,0.0,0.0
MOODENGUSDT,40,0.0,-1.0,0,0.0,0.0
MOODENGUSDT,40,0.5,-3.0,0,0.0,0.0
MOODENGUSDT,40,0.5,-2.0,0,0.0,0.0
MOODENGUSDT,40,0.5,-1.0,0,0.0,0.0
MOODENGUSDT,40,1.0,-3.0,0,0.0,0.0
MOODENGUSDT,40,1.0,-2.0,0,0.0,0.0
MOODENGUSDT,40,1.0,-1.0,0,0.0,0.0
