timestamp,open,high,low,close,volume
2024-12-09 07:02:00,26.349,26.357,26.291,26.303,16467.02
2024-12-09 07:03:00,26.304,26.34,26.25,26.304,26547.47
2024-12-09 07:04:00,26.303,26.372,26.26,26.265,13290.6
2024-12-09 07:05:00,26.264,26.303,26.18,26.198,34604.08
2024-12-09 07:06:00,26.201,26.303,26.18,26.265,42531.83
2024-12-09 07:07:00,26.265,26.27,26.201,26.265,16612.05
2024-12-09 07:08:00,26.264,26.265,26.144,26.176,55378.38
2024-12-09 07:09:00,26.177,26.2,26.12,26.134,40336.26
2024-12-09 07:10:00,26.132,26.137,26.046,26.067,81452.46
2024-12-09 07:11:00,26.068,26.107,25.998,26.001,112079.47
2024-12-09 07:12:00,26.001,26.005,25.857,25.892,185212.44
2024-12-09 07:13:00,25.892,25.923,25.855,25.904,102470.08
2024-12-09 07:14:00,25.904,26.057,25.88,26.057,85994.52
2024-12-09 07:15:00,26.056,26.085,25.949,25.954,94017.87
2024-12-09 07:16:00,25.953,26.007,25.935,25.975,45867.7
2024-12-09 07:17:00,25.976,26.02,25.907,25.913,37580.04
2024-12-09 07:18:00,25.912,25.964,25.851,25.892,53862.67
2024-12-09 07:19:00,25.891,25.92,25.823,25.854,52780.48
2024-12-09 07:20:00,25.854,25.899,25.825,25.838,54591.74
2024-12-09 07:21:00,25.839,25.946,25.839,25.899,42824.95
2024-12-09 07:22:00,25.9,25.914,25.82,25.821,35661.2
2024-12-09 07:23:00,25.82,25.828,25.721,25.793,100683.57
2024-12-09 07:24:00,25.796,25.893,25.756,25.885,54090.82
2024-12-09 07:25:00,25.885,25.889,25.786,25.862,40556.23
2024-12-09 07:26:00,25.862,25.93,25.78,25.785,54135.02
2024-12-09 07:27:00,25.786,25.861,25.786,25.824,27686.73
2024-12-09 07:28:00,25.817,25.823,25.66,25.72,56786.42
2024-12-09 07:29:00,25.721,25.787,25.713,25.787,22927.25
2024-12-09 07:30:00,25.788,25.841,25.751,25.806,27323.16
2024-12-09 07:31:00,25.804,25.806,25.73,25.749,23239.73
2024-12-09 07:32:00,25.749,25.78,25.702,25.702,42064.59
2024-12-09 07:33:00,25.701,25.72,25.597,25.626,68792.13
2024-12-09 07:34:00,25.627,25.742,25.621,25.741,35639.42
2024-12-09 07:35:00,25.741,25.748,25.64,25.665,29707.95
2024-12-09 07:36:00,25.662,25.808,25.645,25.808,60847.86
2024-12-09 07:37:00,25.807,25.862,25.752,25.801,46967.67
2024-12-09 07:38:00,25.803,25.848,25.754,25.833,37803.49
2024-12-09 07:39:00,25.833,25.869,25.799,25.817,36260.35
2024-12-09 07:40:00,25.816,25.834,25.693,25.727,35193.66
2024-12-09 07:41:00,25.727,25.8,25.727,25.756,24588.94
2024-12-09 07:42:00,25.756,25.838,25.752,25.791,51907.49
2024-12-09 07:43:00,25.792,25.939,25.792,25.939,58332.24
2024-12-09 07:44:00,25.939,26.071,25.923,26.049,100225.69
2024-12-09 07:45:00,26.049,26.148,26.03,26.131,93274.26
2024-12-09 07:46:00,26.133,26.228,26.113,26.194,56705.92
2024-12-09 07:47:00,26.194,26.225,26.176,26.215,32165.31
2024-12-09 07:48:00,26.217,26.286,26.2,26.284,47349.38
2024-12-09 07:49:00,26.283,26.343,26.275,26.325,52855.59
2024-12-09 07:50:00,26.325,26.334,26.256,26.27,51579.7
2024-12-09 07:51:00,26.271,26.354,26.252,26.339,28747.49
2024-12-09 07:52:00,26.339,26.37,26.323,26.355,27815.23
2024-12-09 07:53:00,26.355,26.362,26.287,26.316,37545.15
2024-12-09 07:54:00,26.316,26.355,26.276,26.336,28071.81
2024-12-09 07:55:00,26.336,26.355,26.295,26.31,19005.0
2024-12-09 07:56:00,26.311,26.333,26.276,26.28,23243.27
2024-12-09 07:57:00,26.28,26.289,26.201,26.216,37306.21
2024-12-09 07:58:00,26.217,26.249,26.2,26.225,30124.13
2024-12-09 07:59:00,26.226,26.252,26.214,26.229,11632.39
2024-12-09 08:00:00,26.228,26.251,26.139,26.181,50851.94
2024-12-09 08:01:00,26.181,26.188,26.099,26.101,22402.01
2024-12-09 08:02:00,26.1,26.11,25.987,26.019,51884.33
2024-12-09 08:03:00,26.019,26.02,25.936,25.965,52343.72
2024-12-09 08:04:00,25.968,25.989,25.91,25.912,25401.22
2024-12-09 08:05:00,25.914,25.928,25.842,25.846,36964.48
2024-12-09 08:06:00,25.846,25.86,25.795,25.811,40361.69
2024-12-09 08:07:00,25.812,25.829,25.773,25.793,25414.56
2024-12-09 08:08:00,25.793,25.815,25.727,25.794,46035.21
2024-12-09 08:09:00,25.795,25.867,25.784,25.842,34941.61
2024-12-09 08:10:00,25.842,25.855,25.763,25.785,21625.59
2024-12-09 08:11:00,25.785,25.819,25.751,25.76,27384.47
2024-12-09 08:12:00,25.761,25.761,25.701,25.709,40190.42
2024-12-09 08:13:00,25.709,25.929,25.708,25.91,49929.16
2024-12-09 08:14:00,25.91,25.999,25.902,25.934,57535.67
2024-12-09 08:15:00,25.933,25.975,25.88,25.899,26995.43
2024-12-09 08:16:00,25.899,25.942,25.835,25.885,25340.05
2024-12-09 08:17:00,25.884,25.884,25.816,25.828,26705.97
2024-12-09 08:18:00,25.83,25.928,25.826,25.927,24332.5
2024-12-09 08:19:00,25.928,25.942,25.798,25.843,29274.39
2024-12-09 08:20:00,25.845,25.944,25.845,25.927,28962.36
2024-12-09 08:21:00,25.926,25.953,25.858,25.898,24963.67
2024-12-09 08:22:00,25.897,26.006,25.89,26.005,29865.35
2024-12-09 08:23:00,26.005,26.02,25.959,25.959,26908.65
2024-12-09 08:24:00,25.96,26.019,25.951,26.019,36148.49
2024-12-09 08:25:00,26.019,26.035,25.937,25.968,31764.95
2024-12-09 08:26:00,25.965,25.973,25.806,25.806,31573.54
2024-12-09 08:27:00,25.805,25.805,25.727,25.754,48160.74
2024-12-09 08:28:00,25.755,25.76,25.678,25.715,32089.96
2024-12-09 08:29:00,25.713,25.749,25.675,25.712,19036.62
2024-12-09 08:30:00,25.714,25.718,25.611,25.616,39753.65
2024-12-09 08:31:00,25.615,25.67,25.579,25.587,59036.63
2024-12-09 08:32:00,25.587,25.625,25.551,25.565,48345.45
2024-12-09 08:33:00,25.565,25.636,25.549,25.592,44342.64
2024-12-09 08:34:00,25.591,25.591,25.296,25.359,338412.55
2024-12-09 08:35:00,25.359,25.434,25.332,25.4,87708.08
2024-12-09 08:36:00,25.401,25.402,25.303,25.377,99053.6
2024-12-09 08:37:00,25.378,25.41,25.321,25.33,62854.13
2024-12-09 08:38:00,25.331,25.376,25.276,25.352,63789.88
2024-12-09 08:39:00,25.352,25.551,25.326,25.528,81653.03
2024-12-09 08:40:00,25.527,25.683,25.504,25.642,77936.44
2024-12-09 08:41:00,25.641,25.76,25.626,25.759,41273.72
2024-12-09 08:42:00,25.758,25.764,25.634,25.668,59231.62
2024-12-09 08:43:00,25.668,25.737,25.638,25.727,33588.84
2024-12-09 08:44:00,25.726,25.761,25.697,25.704,33874.2
2024-12-09 08:45:00,25.701,25.779,25.63,25.759,60408.28
2024-12-09 08:46:00,25.76,25.776,25.726,25.747,26397.96
2024-12-09 08:47:00,25.746,25.746,25.632,25.665,26170.9
2024-12-09 08:48:00,25.664,25.714,25.638,25.651,28473.52
2024-12-09 08:49:00,25.651,25.657,25.588,25.596,41684.63
2024-12-09 08:50:00,25.593,25.622,25.537,25.543,26549.13
2024-12-09 08:51:00,25.542,25.543,25.359,25.461,67660.49
2024-12-09 08:52:00,25.462,25.601,25.462,25.547,56487.33
2024-12-09 08:53:00,25.547,25.547,25.425,25.456,34681.08
2024-12-09 08:54:00,25.456,25.462,25.364,25.374,32151.15
2024-12-09 08:55:00,25.373,25.399,25.312,25.366,42186.6
2024-12-09 08:56:00,25.367,25.381,25.302,25.325,27078.61
2024-12-09 08:57:00,25.325,25.428,25.271,25.402,47220.93
2024-12-09 08:58:00,25.406,25.43,25.283,25.302,45193.72
2024-12-09 08:59:00,25.302,25.406,25.298,25.332,36217.47
2024-12-09 09:00:00,25.332,25.422,25.297,25.407,36263.85
2024-12-09 09:01:00,25.407,25.567,25.35,25.554,57600.86
2024-12-09 09:02:00,25.552,25.552,25.433,25.467,30150.89
2024-12-09 09:03:00,25.468,25.609,25.451,25.605,25348.93
2024-12-09 09:04:00,25.605,25.607,25.451,25.475,29387.04
2024-12-09 09:05:00,25.476,25.607,25.459,25.507,53174.05
2024-12-09 09:06:00,25.506,25.558,25.377,25.542,98933.5
2024-12-09 09:07:00,25.541,25.582,25.477,25.566,31476.8
2024-12-09 09:08:00,25.566,25.606,25.518,25.518,22811.24
2024-12-09 09:09:00,25.518,25.563,25.47,25.493,22969.13
2024-12-09 09:10:00,25.493,25.511,25.408,25.459,34040.02
2024-12-09 09:11:00,25.459,25.561,25.414,25.56,27660.14
2024-12-09 09:12:00,25.561,25.597,25.496,25.578,20767.73
2024-12-09 09:13:00,25.577,25.596,25.515,25.576,12500.05
2024-12-09 09:14:00,25.578,25.621,25.535,25.595,38807.94
2024-12-09 09:15:00,25.596,25.598,25.371,25.371,34994.77
2024-12-09 09:16:00,25.372,25.544,25.371,25.505,35664.97
2024-12-09 09:17:00,25.505,25.505,25.389,25.39,24299.16
2024-12-09 09:18:00,25.389,25.436,25.366,25.429,19452.74
2024-12-09 09:19:00,25.429,25.445,25.238,25.282,42493.82
2024-12-09 09:20:00,25.281,25.317,25.189,25.237,66533.24
2024-12-09 09:21:00,25.234,25.239,25.16,25.172,65516.79
2024-12-09 09:22:00,25.172,25.25,25.169,25.225,46410.53
2024-12-09 09:23:00,25.223,25.264,24.983,25.028,262889.87
2024-12-09 09:24:00,25.029,25.225,24.997,25.167,106920.23
2024-12-09 09:25:00,25.166,25.223,25.096,25.126,71219.24
2024-12-09 09:26:00,25.127,25.141,25.035,25.063,62061.82
2024-12-09 09:27:00,25.065,25.168,25.058,25.138,64749.86
2024-12-09 09:28:00,25.138,25.152,25.053,25.092,40418.04
2024-12-09 09:29:00,25.093,25.117,25.037,25.038,37703.48
2024-12-09 09:30:00,25.038,25.205,25.038,25.128,62181.27
2024-12-09 09:31:00,25.13,25.217,25.112,25.217,38180.96
2024-12-09 09:32:00,25.215,25.308,25.183,25.305,48269.62
2024-12-09 09:33:00,25.306,25.306,25.16,25.172,24344.26
2024-12-09 09:34:00,25.175,25.242,25.16,25.189,29204.89
